Company Name,Ticker,Net Income ,Intangibles,Inventory ,Receivables ,Asset Utilization,Inventory Turnover,Turnover,Operating Margin 12 Mo,Net Margin,Price/Sales,Current Assets ,Current Liabilities ,Pretax Income ,EBIT ,EBITDA ,Cost of Goods Sold,Annual Sales,Book Value,Common Equity,Preferred Equity,Long Term Debt ,Price/Book,Price/Cash Flow,PEG Ratio,% Rating Change - 4 Weeks,Current Avg Broker Rec,% Rating Strong Buy or Buy,% Rating Strong Sell or Sell,Industry Rank (of ABR),Rank in Industry (of ABR),Change in Avg Rec ,% Rating Hold,% Rating Upgrades ,% Change LT Growth Est. (4 weeks),% Change F1 Est. (4 weeks),P/E (F2),P/E (F1),P/E (Trailing 12 Months),Q(1) Consensus Sales Est. (Mil.),F(1) Consensus Sales Est. (Mil.),5 Yr Historical Sales Growth,Sales Growth F(0)/F(-1),% Change Q0 Est. (4 weeks),% Change F2 Est. (4 weeks),% Rating Downgrades ,Beta,Market Value/# Analysts,ROA (5 Yr Avg),Current ROA (TTM),ROI (5 Yr Avg),Current ROI (TTM),Current ROE (TTM),5 Yr. Hist. EPS Growth,Long-Term Growth Consensus Est.,Relative Price Change,% Price Change (YTD),% Price Change (12 Weeks),52 Week Low,Q1 Consensus Est. ,Last Close,52 Week High,Price as a % of 52 Wk H-L Range,% Price Change (1 Week),% Price Change (4 Weeks),% Change EPS (F(-1)/F(-2)),Last Yrs Growth (F[0] / F [-1]),This Yr`s Est.d Growth (F(1)/F(0)),F2 Consensus Est.,Dividend ,Div. Yield %,5 Yr Hist. Div. Growth %,5 Yr Div. Yield %,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),St. Dev. F1 / F1 Consensus,F1 Consensus Est.,F0 Consensus Est.,% Ratio of Q1/Q0,% Ratio of Q1/prior Yr Q1 Actual Q(-3),% Change Q2 Est. (4 weeks),% Change Q1 Est. (4 weeks),Q0 Consensus Est. (last completed fiscal Qtr),St. Dev. Q1 / Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q2 / Q2 Consensus,Cash Flow ,Exchange,
WHITEHORSE FINL,WHF,19.03,0,0,1.58,.10644,,15.651,51.46,.51,5.55,97.87999,37.15,19.03,24.37,23.29999,0,37.62,15.23,227,0,110,.91,11.4,2.98,12.5,2,57.14,0,142,19,0,42.86,0,0,-2.35,10.59,12.2,10.77,9.88819,37.942,,-16.01,-2.07,0,0,.59,34.67175,,5.48,,5.95,8.52,,4.1,-11.99,-8.07,4.36,13.11,.3,13.89,15.85,28.47,-1.7,-2.46,-35.7,,-11.76,1.31,1.41999,10.22,,,,-35.7,-51.88369,.04354,1.14,1.28,,92.71,-3.04,-3.41,.28,.07,.31,.07,18.23999,NSDQ,
WILSHIRE BCP,WIBC,45.36999,88.86,47.54999,2773.13989,.05359,.39302,.06909,27.12,.29,3.95,3012.37011,2875.43994,67.65,69.08999,74.45999,11.96,157.92,5.94,439.41,0,261.86999,1.57,14.32,1.51,11.11,1.6,80,0,158,8,-.2,20,0,0,-1.28,10.99,12.04,13.91,45.47499,179.89999,-7.06,8.76,0,-2.75,0,1.39,145.88781,.97756,1.45,5.4077,7.67,11.63,52.18,8,-17.49,-14.73,-6.33,7.99,.2,9.32,11.82,34.73,-3.12,-11.24,-34.87,-51.91,22.86,.85,.05999,2.15,,.8,-46.36506,-34.87,-50.84508,.02679,.77,.64,106.32,126.25,0,-.98,.2,.02,.2,.03,50.74599,NSDQ,
BOINGO WIRELESS,WIFI,-3.79,65.83999,0,16.31999,.51545,,7.2697,-7.56,-.04,1.99,80.91999,47.84,-1.85001,-1.85001,19.34,65.63999,106.75,3.84,140.6,0,.46999,1.6,12.73,,0,1,100,0,54,2,0,0,0,0,0,,,,30.51399,119.55599,9.43,4.14,0,0,0,1.29,54.73313,7.86369,-3.9,13.60599,-5.83,-5.83,-54.17,13.5,-8.74,-3.9,-1.44,5.76,-.06,6.16,7.8,19.61,-2.99,-12.62,-295.38,-157.89,-213.64,-.09,0,0,,0,,-295.38,-151.98903,-.12855,-.35,-.01,,566.67,0,0,-.13,-.83,0,-9.64,17.194,NSDQ,
WI-LAN INC,WILN,-18.09001,162.63999,0,11.98999,.28316,,12.034,25.48,-.21,3.8,144.44,44.49,-18.17001,-18.17001,11.51,82.20999,88.21,2.11,253.1,0,32.54999,1.52,9.37,,0,1,100,0,173,1,0,0,0,,0,6.19,6.44,8.05,22.2,92.4,13.55,.28,0,0,0,1.47,386.31628,1.50489,14.54,2.50609,8.54,19.35,,,-8.52,-4.45,-1.83,2.9,.12,3.22,4.34,22.22,3.54,.64,139.51,-68.57,354.55,.52,.15298,4.58,33.319,3.13,-17.53019,139.51,-24.58678,,.5,.12,80,,0,0,.11,,.12,,41.31299,NSDQ,
WINDSTREAM HLDG,WIN,241,6351.5,67.69999,635.29998,.44348,38.74,9.48359,2.78,.04,1.16,1184.80004,1445.59997,340.29998,968,2345.3999,2676,5988.1,1.21,840.20001,0,8622.20019,9.43,4.33,-56.26,10.73,3.11,16.67,25,106,13,-.37,58.33,0,0,.33,31.26,37.51,40.86,1477.76,5889.97412,20.16,-2.73,0,0,0,.84,689.44299,3.0541,1.23,4.32649,1.74,19.73,-22.05,-.67,37.49,43.36,26.69,7.2,.09,11.44,11.83,91.58,9.58,14.74,18.97,-24.44,-10.29,.37,1,8.74,0,9.97,,18.97,43.45238,.19747,.31,.34,,123.21,0,0,.08,.25,.09,.35,1574.96997,NSDQ,
ENCORE WIRE CP,WIRE,46.90999,0,70.77999,215.72999,2.23189,14.057,5.20249,3.87,.04,.73,330.05999,47.90999,70.68,70.94,85.72,1023.17999,1158.25,23.05,456.57998,0,0,1.81,14.03,1.99,0,1,100,0,125,1,0,0,0,0,-19.23,12.87,19.92,18.93,327,1220.29003,12.28,8.01,0,-14.47,0,1.64,866.67376,5.71979,8.65,6.583,9.97,9.97,49.84,10,-25.92,-22.8,-11.04,37.68,.55,41.84,57.41,21.08,-15.17,-17.72,40.98,148.35,-7.08,3.25,.1,.19,0,.3,163.27389,40.98,136.7996,,2.1,2.37,112.24,83.33,-18.18,-24.66,.68,,.54,,61.68999,NSDQ,
WIX.COM LTD,WIX,-28.72,0,0,.73,,,,,-.36,,110.02999,51.65,-27.14,-27.14,-25.92001,15.25,80.47,1.35,62.29,0,0,11.98,,,0,1.4,100,0,38,7,0,0,0,,0,,,,34.54,132.36999,,84.25,0,0,0,,608.32202,,,,,,,,-39.56,-39.85,-6.32,14.76,-.33,16.15,31.32,8.39,-9.07,-19.61,,-566,56.76,-1.02,0,0,,,,,-91.85036,,-1.44,-.78,,,0,0,-.4,,-.34,,-27.5,NSDQ,
WILLDAN GROUP,WLDN,2.63,0,0,23.01,2.28929,,4.02699,4.08,.03,.63,33.52,17.80999,2.75999,2.84999,3.43,48.91999,85.51,2.92,20.20999,0,.2,2.51,16.86,,0,3,0,0,200,11,0,100,0,,0,12.23,11.47,15.96,22.80999,91.4,8.51,-8.49,0,0,0,.52,54.33068,2.9003,9.35,5.839,17.55,17.75,18.03,,39.19,38.23,57.51,2.81,.16,7.34,9.71,65.65,-13.29,-18.89,122.89,369.23,82.86,.6,0,0,,0,,122.89,115.20231,,.64,.3,,177.78,0,0,.14,,.17,,3.21,NSDQ,
WEST MARINE INC,WMAR,7.82999,0,203.02999,6.44,1.73199,2.08189,84.081,.6,.01,.31,282.25,59.27,15.3,15.72999,30.69,471.51998,663.17,11.26,288.57998,0,0,.77,9.22,,0,1,100,0,80,2,0,0,0,,-48.72,14.15,43.15,57.53,196.371,670.98999,2.7,-1.79,-9.38,-20.78,0,1.2,207.43067,4.61929,1.02,6.48729,1.37,1.36,-6.18,,-42.28,-39.35,-20.39,8.46,.33,8.63,14.27,2.93,-2.04,-18.28,-80.57,-50.77,-37.5,.61,0,0,,0,-49.73818,-80.57,-46.77091,,.2,.31,44,103.13,6.38,-2.94,.87,,-.44,,22.797,NSDQ,
WRIGHT MEDICAL,WMGI,-273.94001,157.67999,72.44,45.81,.23709,.92347,5.985,-14.28,-1.13,5.98,505.30999,119.41999,-230.4,-214.36001,-169.44001,59.72,242.33,9.89,459.70999,0,271.22,3.11,62.03,,0,1.73,63.64,0,26,45,0,36.36,0,0,0,,,,76.232,310.42999,-8.05,-49.91,-.55,-1.71,0,.68,153.70739,1.8975,-3.39,2.1117,-4.49,-6.68,-27.04,12.67,-3.92,.29,7.73,23.85,-.32,30.8,33.8,69.85,-2.9,-2.65,-3515.59,-343.48,-136.25,-.8,0,0,,0,,-3515.59,-5288.25733,-.01888,-1.32,-.57,,248.08,.62,.39,-.45,-.05,-.2,-.23,23.385,NSDQ,
VCA INC,WOOF,137.50999,1417.57995,55.06,59.9,.81871,27.856,29.28,8.48,.08,1.78,309.75,204.13999,230.36999,249.28999,327.94,1393.97998,1803.37,15.4,1317.54003,0,568.54998,2.41,14.28,1.62,8,2.3,40,0,61,9,-.2,60,0,0,1.1,18.2,20.14,21.23,491.36999,1897.09204,8.64,6.1,0,1.7,0,1.09,410.05706,6.74919,6.94,8.01609,8.18,11.7,2.72,12.4,13.84,18.46,25.59,27.07,.51,37.15,38.07,91.64,.43,3.68,201.23,23.53,9.82,2.04,0,0,,0,245.83363,201.23,201.88803,.01003,1.85,1.69,93.25,109.12,1.41,.89,.54,.02,.36,.02,229.507,NSDQ,
WESTPORT INNOV,WPRT,-185.41001,79.83999,40.61999,59.31,.38881,3.40159,3.50469,-68.15,-1.13,5.48,319.72,124.95999,-184.53,-179.75,-163.47001,148.69,164,4.65,322.89999,0,12.97999,3.39,,,-2.46,2.29,42.86,7.14,198,3,0,50,0,0,0,,,,46.34,184.83999,20.86,-53.62,0,3.4,0,1.51,90.15135,-22.67201,-24.87,-32.86601,-36.78,-38.09,,21,-15.83,-19.58,-1.07,12.85,-.38,15.77,32.77,14.66,-8.95,-11.9,-31.77,-34.5,36.13,-.79,0,0,,0,-64.47442,-31.77,-87.71896,-.09405,-1.47,-2.2,89.29,70.75,0,0,-.41,-.15,-.31,-.16,-116.52,NSDQ,
WARREN RSRCS,WRES,30.37999,0,0,21.87,.34628,,6.79129,28.36,.24,3.21,35.47999,44.61999,30.44,33.43,78.38999,36.77,128.84,3.21,225.97,.11999,95.97,1.79,5.3,,0,2,50,0,52,71,0,50,0,,-19.05,18.29,16.94,11.08,58.15599,197.89399,16.79,5.79,9.09,12.5,0,2.38,212.08032,6.70679,9.82,8.0458,11.96,16.88,32.21,,79.58,83.44,27.15,2.73,.06,5.76,6.66,77.1,-7.99,-6.19,146.05,88,-27.66,.31,0,0,,0,,146.05,95.74741,.04159,.34,.38,,75,-71.43,-50,.12,,.04,,79.11399,NSDQ,
WORLD ACCEPTANC,WRLD,106.59999,9.73999,0,0,.7023,,,17.03,.17,1.3,770.22998,37.16999,170.24,191.42999,199.13999,0,617.65,28.69,307.35,0,505.5,2.86,7.84,,-16.67,2.33,33.33,0,147,13,0,66.67,0,,5.9,6.75,7.72,8.64,152.33,625.893,9.08,5.81,1.77,9.12,0,.45,270.8403,12.68599,11.96,13.439,14.89,33.33,19.94,,-11.21,-6.21,5.48,71.85,2.15,81.99,107.33,28.58,1.27,3.08,1.4,15.23,16.93,12.14,0,0,,0,2.42004,1.4,2.42121,.00543,10.62,9.15,98.17,119.44,2.25,9.69,2.2,.12,2.19,.06,114.318,NSDQ,
WESBANCO INC,WSBC,63.91999,321.42001,5.84999,3866.5,.04623,2.8255,.07421,23.19,.22,3.06,3967.90991,5215.41992,84.68,91.66999,98.70999,25.40999,287.17,26.09,746.59002,0,145.63999,1.15,12.22,,0,2.63,25,0,149,49,0,75,0,,2.77,12.18,12.73,13.29,67.467,267.66699,-2.72,3.88,0,1.24,0,.77,145.62181,.79824,1.07,4.7115,7.39,8.76,22.74,,-10.61,-6.53,2.43,26.94,.6,29.91,32.37,54.7,-1.48,-6.39,12.95,20.11,6.33,2.45,.77999,2.94,11.03199,3.31,20.06718,12.95,29.02704,.02407,2.35,2.21,93.23,112.58,.86,3.47,.56,.02,.59,.02,71.817,NSDQ,
WSFS FINL CORP,WSFS,46.88,38.97,31.48999,2915.77001,.05182,.36252,.08022,20.99,.21,2.69,3431.68994,3306.77001,71.62999,79.72,97.05,7.23999,227.17,45.88,383.04998,0,784.84002,1.53,9.69,,33.33,1.33,100,0,205,8,-.17,0,0,,0,12.45,13.58,13.12,56.395,223.74099,2.76,-4.14,0,2.73,0,1.28,626.85131,.58152,1.09,2.3245,4.18,12.6,77.53,,-11.6,-9.29,4.49,58.02,1.34,70.33,79.11,58.37,1.02,-7.06,46.31,55.69,2.37,5.65,.47999,.68,0,1.15,56.19095,46.31,49.72852,,5.18,4.95,96.4,87.01,1.25,1.13,1.28,.01,1.22,.22,64.21199,NSDQ,
WEST CORP,WSTC,143.19999,2055.3601,0,450.17999,.77341,,5.9454,8.73,.05,.83,821.57,457.64001,226.75999,459.69,664.82,1260.56994,2685.85,-8.46,-740.16999,0,3513.46997,,5.24,1.57,0,1.57,71.43,0,106,4,0,28.57,0,0,0,8.97,9.59,9.64,689.25,2766.04394,3.79,1.81,0,0,0,1.39,562.43145,3.86479,6.75,7.1756,8.53,,,6.13,-4.04,4.24,12.42,21.39,.69,26.8,27.69,85.87,1.36,-3.21,87.65,1004,1.27,2.99,.675,3.36,,,97.16664,87.65,14.06722,.01503,2.8,2.73,97.18,101.47,0,0,.68,.01,.74,.03,427.798,NSDQ,
WESTELL TECH-A,WSTL,5.36,63.04999,24.43,15.85,.67094,3.0153,6.53889,5.64,.05,.95,95.58,18.37999,-3.37,-3.37,2.16,60.11,102.07,2.35,139.63,0,0,.73,9,,0,1,100,0,,,0,0,0,,,,,21.38,,,-24.65,154.9,,,0,.92,,3.98099,3.01,5.5183,4.33,3.45,-14.35,,-59.11,-57.78,-43.19,1.71,,1.71,4.59,0,-18.18,-31.6,111.79,200,,,0,0,,0,112.1872,111.79,112.17351,,,,,,,,0,,,,11.288,NSDQ,
WEST BANCORP,WTBA,16.88999,0,2.23,981.92999,.0428,2.16179,.0643,28.21,.28,3.69,1026.58996,1186.82995,24.20999,27.85,33.45999,3.41,61.24,7.99,123.62,0,131.94,1.82,10.35,,0,3,0,0,205,39,0,100,0,,0,12.14,12.89,13.13,15,59.58,-5.88,-.67,0,0,0,1.06,232.91601,.81128,1.19,4.3397,6.95,14.1,17.51,,-11.89,-7.9,4.97,11.89,.29,14.57,16.47,58.52,2.46,-6.24,11.87,10.87,10.78,1.2,.41999,3.29,31.34099,1.98,8.51583,11.87,5.49655,,1.13,.99,96.67,107.41,0,0,.28,,.29,,22.50099,NSDQ,
WINTRUST FINL,WTFC,137.21,393.76,334.32,13736.58984,.04665,.15612,.06061,16.92,.16,2.49,14830.8496,15275.20019,224.44,251.33,280.44,53.18999,853.11,40.21,1774.10998,126.47,921.98999,1.13,10.94,1.52,0,2.56,22.22,0,204,20,0,77.78,0,0,3.98,13.95,15.17,15.99,209.42199,812.75897,4.09,0,.35,2.03,0,.9,265.09655,.5063,.79,2.77329,5.04,7.99,53.97,10,-3.83,-1.21,3.24,39.43,.78,45.56,49.62,60.16,-3.11,-3.06,11.76,19.05,9.23,3.27,.18,.88,5.2339,.55,16.34482,11.76,23.40138,.01166,3,2.75,102.8,110.04,3.65,5.22,.72,.01,.78,.03,166.32,NSDQ,
WET SEAL INC -A,WTSL,-38.38001,0,31.2,3.36999,2.8622,10.17099,200.95899,-8.56,-.07,.15,93.48,51.54999,-37.99001,-37.77001,-23.77001,394.89001,530.13,.54,67.33,0,0,1.65,,,14.29,2.4,40,0,143,27,0,60,0,0,-2.82,,,,123.508,490.41699,-.77,-8.66,-5.56,0,0,1.03,15.2124,.48504,-24.51,-.868,-51.79,-54.74,-29.03,15,-67.66,-67.03,-12.61,.8,-.1,.9001,4.47,2.69,-7.21,-11.75,42.4,-45.45,-36.88,-.09,0,0,,0,,42.4,66.10439,-.30393,-.44,-.32,,-1000,0,0,-.1,-.1,-.08,-.54,-12.983,NSDQ,
WOODWARD INC,WWD,145.94,837.39001,431.73999,395.13,.88951,3.12689,5.827,8.36,.08,1.67,957.10998,413.08999,199.57,226.27,300.5,1376.27001,1935.98,17.1,1142.54003,0,450,2.93,14.69,1.78,0,1.25,87.5,0,92,1,0,12.5,0,0,2.49,18.8,20.52,20.44,595.28002,2034.09997,8.69,3.77,0,3.1,0,1.52,474.45248,7.21929,7.43,9.66489,9.77,14.69,12.58,11.5,4.87,9.82,12.16,38.56,.76,50.09,52.97,80.01,-1.86,-.28,19.38,8.1,7.55,2.66,.31999,.64,8.23159,.83,.0513,19.38,3.07953,.01282,2.44,2.2,110.43,100.26,18.18,1.33,.61,.02,.52,.19,232.00399,NSDQ,
WEB.COM GROUP,WWWW,-65.66001,1029.76,0,17.05999,.39853,,27.52599,20.43,-.13,1.97,138.44,257.30999,-44.33001,-10.03,75.37999,171.74,492.32,3.39,170.03999,0,556.5,5.93,5.65,.58,0,1.64,72.73,0,42,21,0,27.27,0,0,0,7.51,9.07,9.49,151.516,595.734,50.95,20.77,0,0,0,1.23,260.44335,6.98089,8.65,10.00899,14.24,65.01,39.92,15.67,-20.04,-36.71,-36.61,20.12,.56,20.12,37.39,0,-26.68,-31.77,92.5,22.92,25.28,2.68,0,0,,0,86.56273,92.5,46.2728,.00676,2.22,1.77,107.69,107.69,0,0,.54,.01,.59,.02,181.62199,NSDQ,
WYNN RESRTS LTD,WYNN,728.65002,30.76,74.73,241.92999,.69071,49.097,25.69899,14.04,.13,3.64,2968.81005,1455.53002,986.52001,1285.54003,1678.04003,3478.82006,5620.94,3.17,132.35,0,6633.31982,66.29,18.17,1.76,0,1.71,64.71,0,90,16,0,35.29,0,49.64,-2.85,21.98,24.41,24.59,1422.27099,5855.22607,15.44,9.05,-.73,-3,0,1.66,1519.14428,6.10039,10.21,7.48559,11.97,375.9,100.72,13.87,5.1,8.15,6.92,133.07,2.02,210.04,247.95,67,2.44,-.88,48.65,42.54,12.62,9.56,4,2.38,106.19499,1.35,33.33422,48.65,45.14073,.03498,8.6,7.09,95.85,109.92,-4.93,-4.37,2.08,.04,2.25,.06,1169.33898,NSDQ,
XENITH BANKSHRS,XBKS,1.98,15.61999,3.35999,535.53997,.04258,.11456,.05653,7.4,.07,2.46,569.59002,569.40997,3.04999,3.42,5.23999,3.10999,27.33,7.71,79.3,8.38,20,.83,17.6,,0,2,50,0,186,23,0,50,0,,0,13.91,26.67,35.56,,,36.88,5.21,0,0,0,.22,66.6688,-1.3505,.31,-5.50151,1.83,2.53,,,5.49,8.66,6.67,5.18,.07,6.4,6.7,80.26,-4.48,-1.39,-75.93,-74.29,33.33,.46,0,0,,0,,-75.93,-73.13434,,.24,.2,,140,0,0,.04,,.09,,3.80599,NSDQ,
XCERRA CORP,XCRA,-12.12,44.59999,29.12999,29.05999,.84039,2.7469,4.78539,-4.33,,1.86,185.08999,37.7,-12.4,-12.17001,-4.13001,71.22,151.98,3.93,198.49,0,0,2.38,,,0,1,100,0,181,1,0,0,0,0,0,10.15,,,114.76,321.26998,-1.43,15.02,0,0,0,1.11,113.22089,.71073,-3.63,-.14847,-4.7,-5.48,,16,12.03,17.15,5.17,4.06,.14,9.36,10.21,86.18,-1.06,-2.19,-160.62,48.57,0,.92,0,0,,0,,-160.62,38.97281,-.66667,-.02,-.02,,-196.43,0,0,.14,.07,.23,.33,-.729,NSDQ,
XG TECH INC,XGTI,,,,,,,,,,,,,,,,,.41,,,,,,,,0,3,0,0,54,17,0,100,0,0,0,,,,3.5,11.3,,,0,0,0,,50.41915,,,,,,,15,35.12,32.28,49.29,1.19,-.15,2.09,6.67,16.42,-4.13,-.48,,-24.02,75.35,-.48,0,0,,,,,,,-.7,-1.69,,,0,0,-.17,,-.13,,,NSDQ,
XILINX INC,XLNX,630.38,188.16,233.99,267.82998,.481,3.4168,9.3477,25.99,.26,4.59,3067.13989,989.35998,709.52001,739.07,830.65997,743.25,2382.53,10.43,2752.67993,0,993.86999,3.97,15.7,1.4,-10.96,2.03,50,0,155,2,.2,50,0,-.13,-1.59,15.93,17.32,18.88,605.385,2504.84399,4.71,9.86,.24,-2.14,0,1.31,693.38,12.809,12.5,16.868,18.84,22.14,8.77,12.4,-14.25,-9.95,-11,41.06,.56,41.35,55.06,2.07,0,-15.82,25.69,18.99,12.09,2.6,1,2.81,14.526,2.36,29.3008,25.69,29.30076,.02099,2.39,2.21,89.63,113.41,-1.29,-7.85,.61,.03,.59,.03,702.97802,NSDQ,
ACCELERON PHARM,XLRN,-21.89,0,0,3.60999,,,,,-.38,,119.01999,27.20999,-21.89,-19.8,-18.70001,0,57.23,5.79,57.81,0,0,5.07,171.73,,0,1,100,0,12,34,0,0,0,,0,,,,30,27.905,,275.18,0,6.77,0,,461.93136,,,,,,,,-28.39,-25.83,-8.5,17.4,.39,29.37,56.7,30.46,5.27,-11.75,,0,11.54,-2.14,0,0,,,,,32.81154,-.22918,-1.27,.25,,,0,0,-.55,,-.6,,4.802,NSDQ,
XENCOR INC,XNCR,-60.25,8.81,0,.05,,,,,-5.92,,78.08999,7.46999,-60.25,-59.04001,-58.13001,0,10.17,2.38,73.52999,0,.001,4.13,,,0,1,100,0,10,12,0,0,0,,13.25,,,,1.74,7.31799,,6.8,15.91,12.92,0,,154.13931,,,,,,,,1.18,7.55,18.15,7.55,-.2,9.83,13.9,35.91,1.44,-9.82,,-654.9,81.3,-.78,0,0,,,,,-601.39698,-.21606,-.72,-4.15,125,,14,16.67,-.19,-.28,-.22,-.23,-59.348,NSDQ,
