Company Name,Ticker,% Ratio of Q1/Q0,% Change Q1 Est. (4 weeks),% Change F1 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),Previous EPS Surprise (%),Last EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Reported Qtr ,Last Yr's EPS (F0) Before NRI,% Change Q2 Est. (4 weeks),% Change Q0 Est. (4 weeks),F1 Consensus Est.,This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),% Change EPS (F(-1)/F(-2)),Long-Term Growth Consensus Est.,5 Yr. Hist. EPS Growth,Q0 Consensus Est. (last completed fiscal Qtr),Q1 Consensus Est. ,St. Dev. Q1 / Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q2 / Q2 Consensus,F0 Consensus Est.,Last Reported Fiscal Yr ,12 Mo Trailing EPS,% Rating Strong Buy or Buy,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range,Beta,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),% Price Change (YTD),Relative Price Change,Avg Volume,Market Cap ,Last Close,Average Target Price,% Rating Downgrades ,Earnings ESP (Expected Surprise Prediction),Current Avg Broker Rec,% Rating Strong Sell or Sell,% Rating Change - 4 Weeks,Industry Rank (of ABR),Rank in Industry (of ABR),Change in Avg Rec ,# Rating Upgrades,# Rating Downgrades ,% Rating Hold,% Rating Upgrades ,Shares Outstanding ,Debt/Total Capital,Inventory ,Receivables ,Current Liabilities ,Asset Utilization,Inventory Turnover,Turnover,Operating Margin 12 Mo,Net Margin,Dividend ,5 Yr Hist. Div. Growth %,5 Yr Div. Yield %,Intangibles,Current Assets ,Q(1) Consensus Sales Est. (Mil.),Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,Long Term Debt ,Preferred Equity,Sales Growth F(0)/F(-1),Common Equity,F(1) Consensus Sales Est. (Mil.),Book Value,Div. Yield %,Annual Sales,Current ROE (TTM),Price/Sales,Price/Book,Price/Cash Flow,P/E (F2),PEG Ratio,P/E (F1),P/E (Trailing 12 Months),5 Yr Historical Sales Growth,St. Dev. F1 / F1 Consensus,F2 Consensus Est.,Current ROI (TTM),ROI (5 Yr Avg),Current ROA (TTM),Cost of Goods Sold,EBITDA ,EBIT ,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,Pretax Income ,Market Value/# Analysts,ROA (5 Yr Avg),% Ratio of Q1/prior Yr Q1 Actual Q(-3),Exchange,# of Analysts in Q0 Consensus,
TUCOWS INC,TCX,,0,0,0,,-50,-15.38,8.65,.10999,.11,20140301,.37,0,0,.6,62.16,2.78,58.95,,3.23,.13,.16,,.2,,.44,20131231,.47,100,16.25,7.76,93.52,.73,-2.79,19.3,10.33,12.14,8.48,39527.9,175.97,15.7,17,0,,2,0,0,113,19,0,0,0,0,0,11.21,0,.3,5.78,73.44,1.09809,307.298,21.513,3.99,.03,0,,0,34.27,68.11,37.59999,,.97,.92,.84463,0,0,13.26,26.90999,146.69999,2.6,0,129.93,20.84,1.31,6.03,28.63,17.64,,26.17,33.4,12.9,,.89,20.84,16.51099,4.38,98.5,7.94,6.13999,,58.95,-5.42987,5.98,4.17999,5.78999,175.9656,3.9447,400,NSDQ,1,
TEARLAB CORP,TEAR,81.48,0,0,0,0,-20,-5.88,-2.9,-.18001,-.18,20140601,-.58,0,0,-.62,-6.32,-23.4,32.77,30,,-.17,-.15,-.1,-.12,-.08,-.52,20131231,-.61,100,13.73,3.58,0,3.12,-17.89,-26.34,-18.45,-61.67,-53.99,314988.25,120.23,3.5799,9.17,0,,1,0,0,23,5,0,0,0,0,0,33.58,0,.87999,3.51999,8.57999,.39046,8.1091,5.03259,-103,-1.98,0,,0,3.59999,42.88,6.94329,,5.69,4.9,4.48484,0,0,269.82,41.36,25.593,1.17,0,14.65,-44.77,6.73,3.06,,,,,,86.69,-.04682,-.35,-52.49,-80.868,-36.47,8.14,-27.13,-28.99,-38.24985,32.77,-50.12948,-16.03001,-28.99,-28.99,40.07698,-50.66601,122.22,NSDQ,3,
TECH DATA CORP,TECD,,0,.54,1.48,17.05,7.69,-20,,.72,.72,20140401,4.52,0,1.03,4.93,9.07,-6.03,-2.78,10.78,,.79,1.04,.11,2.29,.03,4.38,20140131,,33.33,65.02,48.96,78.89,1.14,-1.85,-2.36,-1.06,19.44,15.33,196063.25,2356.61,61.63,66.2,0,-3.8,2.67,16.67,5.88,212,2,0,0,0,50,0,38.24,14.10099,2450.78002,3215.71997,4617.58007,4.0411,11.45899,9.01469,.59,.01,0,,0,0,6469.02978,6807.41406,,1.43,.87,.17379,354.11999,0,5.76,2098.6101,28483.66015,56.51,0,26821.9,7.97,.09,1.09,9.46,10.95,1.16,12.5,,4.41,.04298,5.63,6.79,8.54199,2.39,25459.56054,303.86999,230.89999,,-2.78,2.08793,245.925,179.92999,204.3,392.76797,3.1789,,NSDQ,5,
TECHNE CORP,TECH,,0,0,0,0,-6.25,5.62,.18,.93999,.94,20140301,3.2,0,0,3.56,5.63,-1.84,1.03,12.5,3.89,.85,.87,.02,.85,.08,3.37,20140630,3.34,60,96.09,74.04,91.25,.63,.9,3.17,7.21,-.54,-4.23,140462.2,3483.45,94.16,97,0,,1.8,0,0,23,43,0,0,0,40,0,36.99,0,34.86999,40.16999,32.08,.43222,2.5529,7.8698,35.81,,1.23,4.6545,1.59,124.87999,409.51,93.20099,,13.12,,,0,0,-1.27,737.53997,380.996,21.06,1.32,310.58,16.51,10.11,4.47,26.61,25.29,2.11,26.43,28.19,5.74,.0298,3.72,16.51,19.652,15.48,79.45999,172.97999,160.66,,1.03,.20475,130.352,112.55999,160.66,696.68981,18.812,106.5,NSDQ,5,
TARENA INTL-ADR,TEDU,,0,0,0,0,,0,,.00999,.01,20140301,-2.77,0,0,.46,116.43,-76.43,,40,,.07,.18,,.18,,,20131231,,100,13.95,6.74,94.17,,14.66,15.84,92.73,,,453741.06,259.06,13.53,13.5,0,,1,0,0,,,0,0,0,0,0,19.15,0,0,15,25.32999,,,,,.15,0,,,0,46.18,41.09999,,1.9,1.82,1.23095,0,111.37,63.38,-63.28,138.44999,-3.28,0,92.83,,,,,18.92,.74,29.74,,,.01554,.71,,,,29.05999,20.95999,16.30999,,,182.62225,-25.66301,14.03999,16.30999,129.52944,,,NSDQ,2,
TESCO CORP,TESO,121.38,-1.68,-.97,3.22,,-19.23,3.57,-4.06,.28999,.29,20140601,.97,-4.04,0,1.23,26.8,-8.49,-20.34,,59.52,.28,.35,.04,.38,.05,1.07,20131231,1.01,80,22.43,13.14,66.52,1.66,-1.02,-8.13,-8.17,-2.33,-7.07,217708.16,774.83,19.32,24.8,0,0,1.6,0,0,149,12,0,0,0,20,0,40.1,.00133,97.36,149.91999,110.98,.84681,3.86319,3.76769,7.6,.07,0,,.03,39.50999,381.42999,156.85,0,4.02,2.56,1.20877,.01999,0,-5.03,516.96997,587.17498,13.46,1.04,525.3,7.8,1.45,1.44,9.49,11.17,,15.71,19.13,11.53,.0237,1.73,7.8,5.77089,6.43,413,93.44999,52.36999,-31.22173,-20.34,-27.20338,79.58,36.25999,51.65999,154.96571,4.6574,121.38,NSDQ,5,
TESSCO TECH INC,TESS,129.55,5.56,.48,-3.23,0,0,10,3.4,.43999,.44,20140601,1.94,-1.59,0,2.1,8.25,-9.77,-12.61,15,18.2,.4,.57,,.62,,1.94,20140331,1.87,0,41.77,29.97,6.69,1.16,.85,-1.51,-1,-23.71,-28.03,16656.1,256.23,30.76,,0,0,3,0,0,91,23,0,0,0,100,0,8.33,1.87999,61.95,67.48999,62.06999,3.07189,6.5668,8.2797,2.75,.03,.74,27.756,2.86,11.68,150.16,157.17999,,2.42,1.42,.33381,2.2,0,-25.58,114.81999,616.453,13.95,2.6,560.09,13.89,.45,2.21,12,12.82,.98,14.65,16.45,5.65,,2.4,13.61,14.975,8.44,421.92001,31.34,26.47999,-8.69859,-12.61,-8.71277,21.10899,16.23999,26.30999,256.2308,7.30959,103.64,NSDQ,1,
FRESH MARKET,TFM,,0,.04,-.06,.69,-7.14,2.38,-4.08,.43,.43,20140401,1.4,0,-.41,1.57,12.19,5.26,-32.43,17.29,9.19,.35,.29,.05,.5,.03,1.43,20140131,1.37,40,56.94,28.7,4.99,.43,.6,-4.38,-3.68,-25.65,-28.54,717054.38,1457.41,30.11,37.08,0,-5.71,2.49,13.33,5.09,227,8,0,0,0,46.67,0,48.4,11.064,55.65,12.78999,110.62999,3.3375,19.853,136.63099,4.21,.03,0,,0,0,87.76,418.169,,.73,.29,.17463,50.75999,0,13.73,256.26,1759.21496,5.67,0,1511.66,25.94,.92,5.31,11.89,16.69,1.11,19.17,21.98,16.07,.01742,1.8,21.89,35.56399,14.06,996.29998,138.24,83.37,,-32.43,-20.78591,122.49299,50.79999,79.58999,97.16095,21.48299,91.11,NSDQ,14,
TFS FINANCIAL,TFSL,100,9.09,4.76,0,,0,0,0,.05999,.06,20140601,.18,9.09,0,.22,22.22,350,59.36,,45.54,.06,.06,0,.06,0,.18,20130930,.21,100,14.48,10.88,77.78,.94,1.48,-1.51,3.17,12.92,8.02,215384.09,4184.07,13.68,16,0,0,1,0,0,205,1,0,0,0,0,0,305.85,36.22299,4.17,10115.55957,8505.61035,.0346,33.811,.03853,16.69,.14,0,,.49,14.06999,10405.73046,74.19999,,1.26,1.22,.03362,745.10998,0,-6.75,1871.46997,295.225,6.13,0,412.44,3.51,10.61,2.23,54.74,52.62,,62.18,65.14,-6.36,0,.26,2.34,.96741,.58,111.4,107.68,86.37,148.35203,59.36,387.79425,77.26899,55.95,82.36,2092.03442,.20194,120,NSDQ,2,
TRANSGLOBE ENGY,TGA,,4.55,1.18,7.29,,,,,.25,.25,20140301,.87,14.29,-4.35,.86,-1.72,-25,-50.48,,41.86,.22,.23,,.24,,.89,20131231,.92,66.67,9.42,6.1,8.13,1.79,1.59,-8.21,-2.9,-23.8,-29.26,117351.5,476.86,6.37,10.61,0,0,2,0,0,71,42,0,0,0,33.33,0,74.86,14.47599,1.51999,148.27999,38.38999,.45554,52.56399,1.60479,22.42,.19,0,,.04,98.16999,280.35998,77.69999,,7.98,7.26,3.40088,87.52999,0,-.74,500.19,311,6.94,3.14,315.32,14.21,1.52,.92,3.8,4.81,,7.45,6.92,33.25,.12405,1.33,11.84,13.58199,10.21,65.79,202.39999,152.99,,-50.48,-33.30674,124.053,58.50999,143.86,238.43228,11.144,104.55,NSDQ,1,
TGC INDUSTRIES,TGE,-38.89,0,0,0,,-200,31.25,-323.44,-.18001,-.18,20140601,-.29,0,,.45,255.17,-140.6,-210.61,,23.34,0,.07,,.23,,-.34,20131231,-.36,,8.85,3.81,1.98,1.74,-.51,-16.81,-11.34,-46.44,-49.35,97999.1,85.85,3.91,8.4,,,,,,96,,,,,,,21.96,6.98579,0,14.64999,17.19,.9938,,4.873,-7.25,-.05,0,,.35,.2,34.9,42,,1.7,2.03,1.17801,7.38,0,-31.47,69.12999,163.5,3.27,0,134.54,-10.73,.8,1.19,4.68,5.51,,8.69,,13.09,,.71,-9.75,5.9972,-7.2,107.66999,17.27,-7.37,-187.02147,-210.61,-140.26803,18.32399,-6.31,-8.46001,85.85187,3.9911,-38.89,NSDQ,1,
TG THERAPEUTICS,TGTX,97.22,-25,-29.52,-21.67,,0,-28.57,3.17,-.36001,-.36,20140601,-.82,-16.67,0,-1.36,-65.85,41.84,-83.88,,,-.28,-.35,,-.35,,-.73,20131231,-.91,100,11.07,3.17,54.3,1.95,-5.69,-25.18,46.85,91.28,94.33,454797.59,280.68,7.46,20.67,0,0,1,0,0,22,7,0,0,0,0,0,37.62,0,0,.01999,6.30999,.0028,,6.07999,-18545.39,-134.67,0,,0,.79,42.29999,.03999,0,18.95,6.7,6.70047,.05999,0,700,40.04999,.2,1.38,0,.15,-58.97,1846.55,5.39,,,,,,,-.07015,-1.31,-58.23,-66.65201,-51.99,0,-19.518,-19.52001,-133.12272,-83.88,-13.28169,-20.803,-20.47,-20.47,93.55834,-72.864,218.75,NSDQ,1,
FIRST FINL-IND,THFF,96.3,0,0,.13,,3.51,5,12.21,.62999,.63,20140601,2.37,0,0,2.41,1.83,-4.44,9.45,,3.95,.6,.61,.02,.62,.01,2.26,20131231,2.53,0,36.86,30.42,15.99,1.08,2.58,-.51,.26,-13.98,-17.56,19018.05,420.01,31.45,34,0,0,3,0,0,208,30,0,0,0,100,0,13.35,8.73309,0,1782.91003,2518.37988,.05177,,.08765,21.54,.2,.47999,1.63289,3.02,44.41999,1879.28002,37.235,,.74,.75,.03826,58.27999,0,-3.2,386.19,148.14999,29.9,3.12,156.68,8.71,2.68,1.05,10.54,12.66,,13.03,12.43,.48,.00956,2.48,7.69,6.19,1.12,5.88,56.56,48.36999,-4.20423,9.45,-3.90126,39.72399,31.53,45.29999,140.00491,1.1705,94.79,NSDQ,3,
THRESHOLD PHARM,THLD,62.32,-6.17,1.11,1.22,,-100,-64.29,-54.71,-.23001,-.23,20140601,-.23,-1.23,-7.69,-.51,-120,67.14,-364.84,,,-.14,-.14,-.18,-.14,-.3,-.46,20131231,-.63,100,5.72,3.53,33.33,2.42,1.19,3.4,14.82,-8.78,-14.61,363025.56,252.81,4.26,12.38,0,14.29,1,0,0,12,6,0,0,0,0,0,59.35,,0,18.09,27.01,.13762,,1.43169,-175.05,-2.27,0,,0,0,86,4.0767,0,2.57,3.18,2.51425,0,0,112.97,-23.47,15.833,-.49,0,12.49,,18.38,,,,,,,,-.17765,-.57,,-183.402,-25.08,0,-26.71,-28.21,-174.77831,-364.84,60.05904,-11.96501,-28.41,-28.21,50.56279,-50.5,95.55,NSDQ,3,
THORATEC CORP,THOR,105.52,0,-34.62,0,1.32,25.93,-6.45,13.52,.28999,.29,20140601,1.48,0,0,.85,-42.57,-7.5,32,10.45,20.64,.31,.31,.09,.37,.05,1.33,20131231,1.32,66.67,43.3,22.74,2.58,.93,-28.4,-30.52,-25.39,-36.42,-39.86,1067080.5,1323.71,23.27,35.6,8.33,-25,1.75,0,-23.53,23,35,.33,0,1,33.33,0,56.88,0,60.29,77.15,74.31999,.66499,2.5566,6.3474,16.79,.15,0,,0,242.16,465.66,116.953,,6.67,5.45,4.4163,0,0,2.27,666.66998,474.11499,11.9,0,502.82,11.51,2.66,1.96,12.28,14.71,2.62,27.38,17.63,8.12,.03901,1.58,13.03,12.16399,9.8,163.55,121.304,99.75399,50.25487,32,30.55555,107.92099,73.31999,99.75,1323.71398,10.225,76.5,NSDQ,5,
GENTHERM INC,THRM,72.99,13.8,8.88,12.25,0,115.38,56.76,54.8,.57999,.58,20140601,1.01,4.74,3.85,1.75,72.84,106.12,145.28,18.75,68.57,.37,.42,.08,.46,.04,.94,20131231,1.71,57.14,48.65,16.71,87.6,1.72,6.79,-2.02,14.8,66.69,57.27,673236.69,1576.39,44.69,49.9,0,0,1.86,0,7.14,144,21,0,0,0,42.86,0,35.27,21.711,64.20999,118.27999,153.13999,1.55579,8.29189,5.95429,8.09,.05,0,,0,109.23999,269.92999,206.048,.24,1.9,1.34,.57098,60.88,0,19.3,232.08999,814.04699,7.15,0,662.08,25.1,2.09,6.25,23.54,21.5,1.37,25.6,26.13,83.67,.08661,2.08,20.44,10.567,12.27,487.32,81.01,49.77,86.66877,145.28,89.25572,65.85199,33.81999,46.22999,225.19926,6.833,169.33,NSDQ,6,
THERAVANCE INC,THRX,109.26,14.49,-4.69,-251.28,,-16.98,66.04,19.59,-.18001,-.18,20140601,-1.67,0,.62,-1.28,23.2,-735,-63.21,,,-.53,-.2,-.82,-.19,-.97,-1.6,20131231,-1.7,33.33,42.1,21.68,4.8,1.73,4.42,-21.75,-20.13,-36.44,-40.27,1004369,2552.26,22.66,22.5,0,0,2.55,16.67,-15.04,12,168,0,0,0,50,0,112.63,52.20199,10.39999,3.38,84.4,.00562,.01861,1.523,-5617.35,-35.88,0,,0,124.25,483.19,5.77099,,8.82,5.6,5.56172,287.5,0,-96.5,299.11999,17.1,2.35,0,4.76,-62.11,462.95,9.64,,,,,,-15.96,-.08785,-.34,-34.96,-201.64501,-28.39,0,-153.16001,-161.36001,-43.09763,-63.21,-820.71192,-162.50101,-170.7,-170.7,638.06597,-28.40201,44.7,NSDQ,3,
TRUETT-HURST,THST,,0,0,0,0,-50,-100,,-.06,-.06,20140301,-.05,0,0,.13,1400,,,40,,.04,.01,,.04,,-.01,20140630,,100,5.94,3.42,58.73,-1.63,-2.97,-10.09,-3.73,17.51,17.61,10989.95,17.64,4.9,9,0,,1,0,0,107,2,0,0,0,0,0,3.6,,,,,,,,,,0,,,,,6.44,,,,,,,,,32.70999,,0,17.16,,,,,4.9,.94,37.69,,,,1,,,,,,,,,,,,,17.63999,,,NSDQ,1,
TIBCO SOFTWARE,TIBX,127.5,0,0,0,-9.86,18.18,11.11,24.67,.1,.1,20140501,.81,0,-15.29,.59,-27.47,2.53,-14.58,10.43,14.06,.09,.13,.1,.24,.3,.78,20131130,.82,30.77,26.89,18.84,27.83,1.5,9.22,9.68,9,-6.23,-11.26,3045132.5,3492.47,21.08,25.13,0,,2.54,7.69,1.28,203,12,0,0,0,61.54,0,165.68,36.64899,0,231.19,426.94,.55133,,5.2455,12.69,.08,0,,0,701.5,1051.86999,274.32998,.58,2.14,2.46,1.92223,540.02001,0,4.42,953.25,1103.54003,5.82,0,1069.95,14.78,3.2,3.62,16.52,30.01,3.44,35.88,25.71,14.24,.14061,.7,9.36,11.689,6.99,307.44,217.13999,144.92999,-21.81275,-14.58,-31.13116,208.12399,84.01999,110.59999,873.11779,8.435,53.13,NSDQ,6,
TICC CAPITAL CP,TICC,106.48,0,0,0,0,3.45,-6.9,-2.82,.27,.27,20140601,1.03,0,0,1.16,12.82,7.29,-1.92,3.95,15.13,.29,.29,.02,.29,.04,1.04,20131231,1.1,16.67,10.81,9.29,23.03,.66,1.26,-1.23,3.54,-6.77,-10.51,348603.09,580.46,9.64,10.58,0,,2.67,0,0,102,9,0,0,0,83.33,0,60.21,16.333,0,11.13,349.92001,.10826,,11.88799,56.15,.56,1.15999,14.68799,10.62,0,66.48,31.457,,.38,.19,.15817,115,0,47.65,526.23999,122.75399,9.92,12.03,105.09,11.75,4.98,.97,9.54,8.44,2.1,8.3,8.76,44.57,.0288,1.14,9.61,8.57359,6.2,0,76.01999,77.9,-28.74366,-1.92,-13.72951,53.91299,58.93999,58.93999,116.0926,7.03429,130.68,NSDQ,4,
INTERFACE INC A,TILE,127.5,-8.38,-6.9,-7.58,-6.14,-53.85,-4.76,-16.93,.2,.2,20140601,.67,-7.3,0,.79,17.41,11.67,142.02,26,15.2,.21,.25,.08,.28,.09,.69,20131231,.69,50,22.05,15.85,22.58,1.49,8.83,-5.84,-1.93,-21.45,-25.11,318516.91,1146.61,17.25,21.75,0,-3.85,2,0,0,7,5,0,0,0,50,0,66.47,43.803,149.63999,131.92999,130.17999,1.20669,3.88779,7.1672,4.57,.05,.10999,59.75999,.48,77.94,388.1,272.35998,.78,3,1.83,.81832,273.82,0,3,340.77999,1025.734,5.39,.93,959.99,13.18,1.16,3.2,14.98,16.32,.84,21.93,25,1.95,.04999,1.06,7.29,6.57709,5.52,618.88,125.41,92.80999,139.92263,142.02,712.28955,76.65499,48.25,69,191.10125,4.82969,110.87,NSDQ,6,
TOP IMAGE SYS,TISA,100,0,0,0,,200,200,,.00999,.01,20140601,-.02,0,0,.03,250,-109.52,-44.54,,-12.77,-.01,.01,0,.01,.47,.04,20131231,.09,100,6.04,2.66,36.69,.72,-2.5,-9.17,.52,-35.43,-36.22,36537.25,60.09,3.9,6.75,0,,1,0,0,27,2,0,0,0,0,0,15.41,0,0,7.11,3.97,1.17069,,3.28279,.81,-.01,0,,0,6.15999,12.47,8.69499,,6,3.14,1.35012,0,0,-7.26,15.71,33.775,2.01,0,29.06,4.94,1.87,1.94,,86.67,,130,43.33,6.94,0,.05,1.33,13.74899,3.77,11.81,.00999,-.18001,-93.30419,-44.54,-104.6875,.003,-.18001,-.18001,30.04364,8.1812,12.5,NSDQ,2,
TITAN MACHINERY,TITN,,0,.59,0,0,94.44,-37.5,.24,-.11,-.11,20140401,.78,0,0,.74,-5.34,-61,-85.45,18.75,7.79,.13,.31,.19,.37,.1,.61,20140131,.69,28.57,19.93,14,1.52,1.43,-3.89,-10.54,-10.99,-20.93,-23.68,129098.4,299.44,14.09,18.7,0,,2.86,14.29,0,232,7,0,0,0,57.14,0,21.25,32.64099,1075.96997,98.73999,875.03002,1.3786,1.69869,22.568,.65,0,0,,0,36.5,1287.38,538.65502,,1.4,.24,.12876,224.41999,0,1.27,411.33999,2117.10791,19.07,0,2226.45,3.6,.13,.74,6.33,13.92,1.02,19.08,20.42,31.45,.1128,1.01,2.37,7.9903,.9,1878.36999,79.76,48.97,,-85.45,-79.16176,47.304,8.85,18.42,49.90678,3.07459,172.22,NSDQ,4,
TIVO INC,TIVO,,0,-.4,0,0,25,16.67,32.08,.07,.07,20140401,1.25,0,0,.28,-77.6,278.57,5491.58,10,,.07,.07,.14,.07,.22,2.05,20140131,.14,61.54,14.04,10.48,87.64,2.34,1.04,3.11,15.06,3.66,.19,943876.5,1561.97,13.6,15.19,0,,1.77,0,0,147,5,0,0,0,38.46,0,114.85,27.215,22.30999,35.15,247.86,.33447,9.2458,12.01099,3.03,.67,0,,0,19.59,1193.57995,115.4,,4.01,4.73,4.58371,172.5,0,33.68,549.08001,446.08401,3.82,0,406.25,2.49,3.63,3.56,8.81,33.4,4.86,48.57,97.14,13.71,.07896,.41,1.87,-19.60401,1.01,171.33999,131.77,111.97,,5491.58,5267.49023,188.31399,271.80999,103.9,156.19735,-13.04301,-89.06,NSDQ,8,
TEKMIRA PHARMAC,TKMR,,7.61,-5.88,-40.88,,-250,-155,-273.13,-.22,-.22,20140301,-.77,-4.05,61.76,-1.44,-87.01,12.5,-198.99,,,-.13,-.43,-.12,-.39,-.06,-.68,20131231,-.74,100,30.94,5.1,60.37,.91,61.59,94.55,77.38,159.72,73.31,1219534.63,456.99,20.7,27.9,0,161.54,1.2,0,4,12,6,-.05,0,0,0,0,22.08,0,0,.15,12.52,.23634,,9.6505,-68.1,-.91,0,,0,0,70.33999,2.43,,5.95,5.62,5.60622,0,0,11.53,59.18999,13.69499,5.36,0,15.46,-21.1,25.74,3.86,,,,,,.87,-.48193,-1.12,-21.1,-78.76001,-16.1,0,-13.45,-14.06001,,-198.99,-147.48397,-11.15901,-14.06001,-14.06001,152.33129,-40.94801,202.38,NSDQ,2,
TANDY LEATHER,TLF,,,,,,,-11.11,,.17,.17,20140601,.71,,,,,29.09,34.61,,22.52,.18,,,,,,20131231,.74,,9.95,7.82,77,.77,1.28,4.07,1.39,-3.07,-6.18,14796.8,96.8,9.46,,,,,,,,,,,,,,10.23,4.8069,26.29999,.75999,8.15999,1.41919,1.01119,85.052,9.55,.09,0,,0,1.08,40.54,,,4.85,1.75,1.65196,2.39,0,7.65,44.61999,,4.54,0,78.29,17.26,1.22,2.08,11.41,,,,12.78,9.49,,,16.44,13.125,13.6,28.95,12.60999,11.42,34.302,34.61,29.87477,8.456,7.26,11.22,,10.75399,,NSDQ,1,
TALMER BANCORP,TLMR,57.41,0,-.44,.29,,-162.5,107.69,,.27,.27,20140601,.67,0,0,.56,,,,,,.13,.16,.06,.17,.1,,20131231,.55,80,14.64,13.12,59.87,,4.78,2.11,5.49,,,99577.85,981.99,14.03,16.25,0,,1.8,0,0,205,15,0,0,0,20,0,69.99,20.28499,85.25,2945.85009,3697.60009,.06377,.20081,.09733,10.63,.27,0,,,91.8,3406.45996,73.36699,,.93,.9,.10151,199.02999,0,-16.95,617.01,289.16699,9.97,0,361.07,5.99,3.23,1.41,16.85,16.03,,25.05,25.51,,.0729,.88,3.99,,.79,8.56,114.62999,96.37,,,354.77621,116.80999,98.55,93.22,245.49691,,103.33,NSDQ,4,
TETRALOGIC PHAR,TLOG,,,,,,,,,,,,,,,,,,,,,-.25,,,,,-.83,20131231,,100,12.25,4.01,5.34,,-5.82,-13.09,-15.56,-53.26,-51.6,39531.05,99.16,4.45,15.5,0,,1.67,0,-11.11,,,0,0,0,0,0,22.28,0,0,0,4.92999,,,,,,0,,,0,55.29999,,.53,11.83,11.22,11.21703,0,0,,50.54,,2.07,0,,-146.08,,2.15,,,,,,,,,,,-45.69,0,-17.10001,-17.19001,,,-23.22422,-19.86001,-19.95001,-19.95001,,,,NSDQ,1,
TELENAV INC,TNAV,,,,,,,-13.33,,-.20001,-.2,20140601,-.43,,,-1.07,-148.84,-265.38,-325.94,,-45.32,-.15,,,,,,20140630,-.43,,7.28,4.73,0,.3,-4.83,-12.57,-15.84,-28.22,-29.79,186860.7,185.21,4.73,,,,,,,86,,,,,,,39.16,0,0,28.19,44.13999,.57217,,5.65939,-11.34,-.2,0,,0,18.79999,234.52,,,6.05,,,0,0,-21.63,214.46,,5.37,0,150.31,-8.1,1.23,.88,7.86,,,,,-1.86,,,-8.1,19.79299,-6.49,69.11,19.5,6.67,-142.12507,-325.94,-326.06431,23.88999,-29.52401,6.67,185.21261,15.803,,NSDQ,1,
TANDEM DIABETES,TNDM,100,3.11,4.3,-6.3,,-39.13,7.78,,-.83,-.83,20140601,-18.4,8.74,.89,-3.38,81.64,-207.18,,,,-.9,-.83,-.07,-.69,-.07,-14.91,20131231,,83.33,29.98,12.49,10.35,,14.49,2.36,-20.16,-44.51,-47.04,200668.25,328.63,14.3,20.8,0,0,1.33,0,25.93,23,29,-.33,0,0,16.67,0,22.98,26.02499,10.32999,5.28999,14.59,,2.6698,,,-2.18,0,,,2.69,148.97999,13.307,.35,8.66,9.5,9.1405,29.38999,0,1072,115.52999,50.894,3.64,0,29.01,-153.78,,3.93,,,,,,,-.04622,-2.77,-57.2,,-48.66,22.84,-55.27001,-58.43001,,,-91.24509,-50.97701,-63.13001,-63.13001,54.77138,,,NSDQ,5,
TANGOE INC,TNGO,285,0,0,0,0,-55.56,-50,-33.66,.03999,.04,20140601,.32,0,0,.41,26.88,18.52,-37.41,22.25,,.08,.11,.1,.16,.1,.34,20131231,.26,100,25.34,13.41,6.71,.79,2.97,3.5,-.84,-21.1,-24.17,293294.56,549.69,14.21,21.83,0,-9.09,1,0,0,32,3,0,0,0,0,0,38.68,.14775,0,43.27,29.48999,.97336,,4.61429,5.74,.03,0,,0,102.59999,90.98999,55.67399,0,3.45,3.09,1.61817,.2,0,22.26,164.00999,218.14999,4.39,0,188.91,6.3,2.74,3.24,22.65,25.47,1.57,35,54.65,39.28,.02808,.56,6.92,1.5262,5.2,84.97,17.32999,6.36999,-10.07303,-37.41,63.69637,23.989,4.96,5.96999,109.93708,1.6911,142.5,NSDQ,5,
TONIX PHARMACT,TNXP,83.61,0,0,0,,-68.57,-24.49,-45.14,-.61001,-.61,20140601,-3.37,0,0,-2.01,40.26,39.61,-113.28,,,-.49,-.51,-.11,-.54,-.08,-2.49,20131231,-2.81,100,18.67,3.1,65.06,2.46,14.94,5.67,60.17,28.32,13.6,71614.7,130.98,13.23,14.01,0,,1,0,0,10,13,0,0,0,0,0,9.9,0,0,0,2.21,,,,,,0,,,0,8.63,,,22.07,3.9,3.90497,0,0,,6.51,,4.92,0,,-97,,2.69,,,,,,,-.11925,-1.83,-97,,-84.08,0,-10.87601,-10.886,-48.86557,-113.28,-15.23811,-10.874,-10.89001,-10.89001,43.65899,-853.487,58.62,NSDQ,2,
