Company Name,Ticker,% Ratio of Q1/prior Yr Q1 Actual Q(-3),Price/Book,Price/Sales,Current ROE (TTM),Current ROI (TTM),ROI (5 Yr Avg),Current ROA (TTM),ROA (5 Yr Avg),Market Value/# Analysts,Annual Sales,Cost of Goods Sold,EBITDA ,Price/Cash Flow,PEG Ratio,P/E (F2),% Ratio of Q1/Q0,This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),% Change EPS (F(-1)/F(-2)),Long-Term Growth Consensus Est.,5 Yr. Hist. EPS Growth,Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. (Mil.),Q(1) Consensus Sales Est. (Mil.),P/E (Trailing 12 Months),EBIT ,Pretax Income ,Preferred Equity,Current Liabilities ,Long Term Debt ,Current Assets ,Intangibles,Inventory ,Receivables ,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Book Value,Asset Utilization,Inventory Turnover,Net Income ,Cash Flow ,Net Income Growth F(0)/F(-1),12 Mo. Net Income Current/Last %,12 Mo. Net Income Current-1Q/Last-1Q %,5 Yr Div. Yield %,5 Yr Hist. Div. Growth %,Dividend ,Net Margin,Operating Margin 12 Mo,Turnover,Cash Ratio,Rank in Industry (of ABR),% Price Change (YTD),% Price Change (4 Weeks),% Price Change (1 Week),Beta,Price as a % of 52 Wk H-L Range,Last Close,Current Avg Broker Rec,% Rating Strong Buy or Buy,% Rating Strong Sell or Sell,Industry Rank (of ABR),52 Week Low,% Price Change (12 Weeks),Relative Price Change,Q0 Consensus Est. (last completed fiscal Qtr),52 Week High,Market Cap ,Last EPS Surprise (%),P/E (F1),% Rating Change - 4 Weeks,% Change F1 Est. (4 weeks),Div. Yield %,Avg Volume,Shares Outstanding ,Change in Avg Rec ,% Rating Hold,% Change Q2 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),Q1 Consensus Est. ,St. Dev. Q1 / Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q2 / Q2 Consensus,F0 Consensus Est.,F1 Consensus Est.,St. Dev. F1 / F1 Consensus,% Change Q0 Est. (4 weeks),12 Mo Trailing EPS,Last Reported Fiscal Yr ,% Rating Upgrades ,% Rating Downgrades ,Common Equity,Average Target Price,Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Reported Qtr ,Last Yr's EPS (F0) Before NRI,F2 Consensus Est.,Exchange,
MYRIAD GENETICS,MYGN,91.19,3.65,3.54,27.78,27.78,21.989,24.78,20.423,245.55873,613.16,79.61,242.14999,18.43,1.18,16.2,,-14.19,36.15,41.2,14.88,14.18,23.62,19.2,789.13397,191.02,14.61,233.27,233.27,0,64.5,0,483.98999,70.18,5,97.69999,0,,4.69,,9.9,.96697,16.78499,147.13,156.01899,31.19037,41.2,,0,,0,,25.63,8.5023,,166,72.07,-4.75,-3.35,1.01,71.47,36.1,2.71,28.57,14.29,12,20.79,1.4,64.73,.46,42.21,2701.15,30.43,17.51,0,.87,0,537129.38,74.82,0,57.14,2.34,1.75,0,2.04,.48,.06,.51,.09,2.4,2.06,.09268,1.09,2.47,20140630,0,0,728.59002,36.6,40.43,34.78,.6,.6,20140301,1.77,2.23,NSDQ,
MYLAN INC,MYL,152.94,5.75,2.64,37.45,11.75,10.17099,8.29,7.5113,3075.18334,6909.14,3868.80004,1576.66003,11.41,1.04,12.13,,16.55,11.58,2.28,14.1,25.51,1.66,8.19,7797.47607,2086.3601,16.79,1060.67004,747.34002,0,2956.07006,7586.45019,4471.25976,6806.00976,1664.68994,1820.27001,70.911,,1.64,.95,8.58,.50217,2.3385,623.71002,1655.89001,-2.67457,2.28,,0,,0,.09,16.51,4.0732,.33365,8,13.76,-4.67,-4.87,1.23,67.09,49.37,1.15,92.31,0,17,33.41,4.31,8.91,.7,57.2,18451.1,4.76,14.66,15.39,-.93,0,5211156,373.73,-.01,7.69,-.35,-1.65,3.04,15.73,1.04,.04,.94,.04,2.87,3.37,.02127,.57,2.94,20131231,0,0,2959.8999,62.67,4,3.85,.66,.66,20140301,2.89,4.07,NSDQ,
MYOS CORP,MYOS,,,,,,,,,40.54499,,,,,,,,,,,,,,,7.19999,1.89999,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,6,,-.36,1.68,,59.97,13.89,1,100,0,113,11.25,23.47,,-.2,15.65,40.54,,,,,0,14351.5,2.92,,0,,,,,-.12,,-.15,,,-.62,,,,20131231,0,0,,20,,,-.16,-.16,20140301,,-.49,NSDQ,
MYR GROUP INC,MYRG,101.14,1.74,.58,12.28,12.28,10.48499,6.99,5.9503,88.11267,902.73,777.84997,84.77999,8.21,1.23,14.45,,-3.31,.62,-2.69,13,20.05,-9.63,12.85,916.63201,234.889,15.13,55.59,54.86999,0,204.36999,0,323.94,56.79,0,186.13999,0,,1.63,1.59,14.23,1.8046,,34.75,63.949,1.43024,-2.69,,0,,0,.04,3.87,4.8565,.67426,1,-1.08,-8.65,-1.04,1.32,58.04,24.81,2,50,0,223,21.56,9.01,-5.29,.41,27.16,528.68,-12.12,15.94,0,0,0,151455.16,21.31,0,50,0,0,0,0,.44,.11,.41,.2,1.63,1.56,.09225,0,1.64,20131231,0,0,296.08999,28.4,12.2,.59,.28999,.29,20140301,1.61,1.72,NSDQ,
MAZOR ROBOTICS,MZOR,166.67,4.53,14.4,-23.19,-23.19,,-20.27,,95.80399,19.98,4.28,-19.75,,,,,7.02,35.59,29.31,,,64.13,,25.22999,6.425,,-20.36001,-20.36001,0,6.46,0,69.91999,.09,2.48,2.61999,0,,12.51,10.44,3.02,.4111,1.92279,-20.52001,-6.115,-190.65157,29.31,,,,0,-1.03,-49.31,6.0151,10.03405,37,-29.97,-14.16,-5.79,-1.36,3.23,13.67,1.5,83.33,0,27,13.28,-16.44,-32.96,-.07,25.34,287.41,-157.14,,0,0,0,59865.6,21.02,0,16.67,0,0,0,,-.08,-.45,-.09,-.37,-.6,-.35,-.40158,0,-.53,20131231,0,0,64.08999,21.7,41.18,-34.94,-.18001,-.18,20140301,-.38,-.3,NSDQ,
NANOMETRICS INC,NANO,391.67,1.71,2.01,1.38,-1.07,7.1192,1.14,5.7985,185.91099,144.31,81.62999,-14.13001,,4.79,17.29,-470,181.25,-281.82,84.74,10,-15.36,-21.09,13.64,192.05,47.5,129.67,-22.91,-23.56,0,48.95,0,190.75,19.6,41.41999,31.43,0,,5.83,3.05,8.98,.67131,2.525,-14.14001,-.55901,-417.04038,84.74,-147.12766,0,,0,-.1,-1.29,5.7614,2.40858,7,-18.32,-15.85,-9.22,.94,38.12,15.56,2.5,25,0,92,13.41,-.51,-21.8,.05,19.05,371.82,0,47.88,0,-23.53,0,97236.35,23.9,0,75,-13.33,-280.77,0,0,-.24,-.12,.13,.22,-.46,.32,.10878,0,.12,20131231,0,0,207.36999,19,28.57,85.71,.05,.05,20140601,-.4,.9,NSDQ,
NATL INSTRS CP,NATI,173.33,3.8,3.38,9.93,9.16,11.65999,7.51,8.91199,2008.03747,1172.56,305.23999,165.13,25.05,,28.43,123.81,23.61,-16.28,16.22,,13.52,2.52,14.28,1244.48205,313.53698,39.31,97.16,97.16,0,225.35,0,828.59002,228.83,172.1,180.67999,0,,3.53,2.91,8.23,.87778,1.7673,80.51,159.091,-10.67347,16.22,-10.49793,1.79,16.589,.56,.07,7.87,6.5239,2.11142,5,-.56,-3.13,-1.94,1.13,81.98,31.84,2.33,33.33,0,74,26.7,15.24,-4.8,.2,32.97,4016.07,5,35.78,0,7.88,1.88,292292.81,126.13,0,66.67,3.57,30,1.36,,.26,.33,.29,0,.75,.89,.09534,0,.81,20131231,0,0,1023.08001,33.33,-15,-7.11,.20999,.21,20140601,.72,1.12,NSDQ,
NATL INTERST CP,NATL,105.05,1.46,.91,2.95,3.85,8.6336,.64,2.21779,178.38768,568.93,521.73999,32.34999,22.94,1.37,15.08,-59.77,136.82,-56.21,-30.87,12.5,-19.17,13.23,16.54,590.79901,149.06799,50.17,22.38999,21.69,0,1253.13,12,458.47,8.06999,0,422.77999,3.1761,,.37,.37,18.58,.35447,,17.56999,23.28499,-48.76058,-30.87,-45.92047,1.57,11.56099,.43999,.03,2.43,1.3894,.02848,61,17.78,-5.84,-3.22,.8,60.44,27.09,3.67,0,33.33,203,21.82,-3.28,12.76,.37,30.54,535.16,-256.76,17.07,0,0,1.77,26727.7,19.75,0,66.67,-5.22,-7.96,-1.82,0,.35,.16,.42,.14,.64,1.59,.01455,0,.54,20131231,0,0,352.27999,28,0,-62.15,-.58,-.58,20140601,.67,1.8,NSDQ,
NATL AMER UNIV,NAUH,20,1.54,.61,6.52,5.33,14.14,3.74,9.7775,26.02633,129.18,36.15999,15.86999,7.02,.89,,,46.34,10.53,-43.95,17.5,-61.07,8.65,10.27,129.944,30.5,23.92,10.22,9.18,0,14.69999,10.39,38.54,1.1,0,4.46999,19.347,,3.01,,2.02,1.4685,,5.44,11.09599,7.93651,-43.95,,2.97,47.985,.17499,,2.55,42.10499,,7,-11.17,-.03,1.27,1.36,11.24,3.109,1.67,66.67,0,178,3,-8.83,-14.96,.05,3.97,78.08,-20,15.55,0,0,5.79,32159.7,25.11,0,33.33,0,0,,0,.01,0,.07,0,.14,.2,.14999,0,.13,20140531,0,0,50.77999,4.5,25,-5.89,.03999,.04,20140201,.21,,NSDQ,
NAVIGATORS GRP,NAVG,128.87,.92,.91,7.96,6.45,4.90299,1.73,1.2637,288.92166,917.56,632.45001,107.27999,12.99,.86,12.33,,9.46,63.5,11.12,15,-.52,4.52,5.64,1013.885,256.76998,12.16,102.76999,92.26999,0,2996.30004,270.92999,1592.39001,7.17,0,1209.63,22.60199,,.51,.53,65.94,.22819,,63.45999,66.20999,-.47052,11.12,,0,,0,.07,7.57,.73934,.12774,20,-3.74,-8.9,-4.57,.46,48.89,60.8,2,50,0,203,54.63,3.26,-7.84,1,67.25,866.77,49.48,12.92,0,1.07,0,32764.95,14.26,0,50,0,.96,.68,0,1.06,.15,1.2,.08,4.05,4.71,.05784,3.82,5,20131231,0,0,902.21002,66.67,28.41,49.08,1.45,1.45,20140301,4.3,4.93,NSDQ,
NAVIENT CORP,NAVI,,1.81,,,,,,,2423.70361,6263,0,2100,,-1.25,8.11,94.64,,,,-6.7,,0,,2553,646.5,,2087,2087,565,13795,136648,147290,424,0,142100,97.04199,32.81,30.67,,9.51,,,1418,1324,51.01171,,,,,0,,,,,2,,-2.82,-4.28,,65.52,17.2,1.75,75,0,147,15.68,4.56,,.55,18,7271.11,1.82,8.36,0,0,.87,2773954,422.74,0,25,2.58,4.61,1.44,-13.56,.53,.07,.53,.08,,2.06,.01122,1.86,,20140731,0,0,5077,19.5,1.82,,.56,.56,20140601,,2.12,NSDQ,
NEWBRIDGE BANC,NBBC,107.69,1.21,2.71,10.86,4.23,.08708,.85,.03373,83.94033,86.27,3.10999,23.84,7.29,,11.58,82.35,-29.05,163.64,179.67,,114.75,17.46,-7.57,96.90699,25.465,14.98,20.06999,17.54999,15,1568.66003,229.77,1429.18994,7.84,3.52999,1392.15002,60.95,,.9,.91,6.2,.04804,.76396,20.77,25.992,182.25743,179.67,188.45874,0,,0,.24,17.77,.06882,.02136,43,.88,-8.1,.13,1.71,42.62,7.49,2.33,33.33,0,149,6.61,.4,-3.43,.06,8.68,251.82,183.33,15.08,0,4.2,0,53270.15,33.62,0,66.67,-2.13,-4.55,-3,,.14,.07,.15,.04,.71,.5,.12302,0,.5,20131231,0,0,151.78999,8.88,-8.33,48.75,.17,.17,20140601,.7,.65,NSDQ,
FIRST NBC BANK,NBCB,122.22,1.67,3.85,14.69,10.49,,1.5,,294.40701,137.44,36.22999,38.29,10.34,,10.51,101.54,14.87,14.85,64.43,,,14.92,,120.3,30.7,12.52,24.05999,21.15999,42.4,2821.87011,55.11,2374.84008,8.43,6.57,2336.62011,12.23299,,.86,.84,19.07,.04462,5.1192,40.90999,55.14099,41.36143,64.43,46.7059,,,0,.3,31.38,.06383,.01121,30,-1.58,-6.64,-.75,1.7,70.09,31.79,2,50,0,149,23.26,1.7,-5.77,.65,35.43,588.81,0,11.93,0,0,0,63874.25,18.52,0,50,0,0,0,,.66,.06,.71,.06,2.16,2.66,.0451,0,2.54,20131231,0,0,339.45001,36.5,0,7.8,.64999,.65,20140601,2.32,3.03,NSDQ,
NEUROCRINE BIOS,NBIX,112.96,3.73,352.94,-28.99,-28.5,-57.37401,-23.68,-10.74801,206.04399,2.92,0,-42.58001,,,,,-13.62,-962.5,-643.95,,,-94.51,,2.64,.71499,,-46.09001,-46.09001,0,11.68999,2.68,148.46,0,0,.01999,1.02559,,20.92,12.7,3.64,.01718,,-46.09001,-42.58001,-1018.12751,-643.95,,0,,0,-15.79,-1578.96,91.219,12.69803,76,45.4,-13.5,-.66,-.13,44.67,13.58,1.29,85.71,0,10,8.68,3.35,39.2,-.17,19.65,1030.22,10.53,,-5.2,-.51,0,540189.5,75.86,.04,14.29,.74,-.41,-20,,-.2,-.03,-.22,-.07,-.7,-.78,-.03784,-1.96,-.68,20131231,0,0,120.41,20.63,5.88,10.35,-.17001,-.17,20140301,-.69,-.36,NSDQ,
NEOSTEM INC,NBS,69.57,2.99,12.92,-83.47,-83,-74.35501,-54.92,-46.605,209.29299,14.67,12.93999,-36.82,,,,,25.26,,17.59,,,2.44,50.16,17.6,4,,-38.42,-38.70001,0,9.8,.52999,50.81999,24.98999,1.26999,1.86,0,,5.3,5.06,2.07,.22532,17.471,-38.98,-37.38101,27.49255,17.59,,0,,0,-2.66,-243.72,11.11499,4.86632,1,-9.53,-3.29,2.83,1.14,33.05,6.17,1,100,0,64,4.59,34.42,-13.39,-.28,9.37,209.29,,,0,0,0,180253.66,33.92,0,0,0,0,0,,-.32,,-.36,,-1.75,-1.42,,0,-1.71,20131231,0,0,62.02,22.5,,,-.33001,-.33,20140301,-1.9,-1.4,NSDQ,
NBT BANCORP INC,NBTB,97.73,1.19,2.55,9.1,6.06,5.418,.97,.98681,510.50601,371.94,16.29,122.16,11.54,,12.98,100,2.12,-1.2,58.63,,.75,13.84,.01,382.841,92.07599,13.67,104.29,89.94,0,6346.25976,410.01,5502.06005,290.54998,0,5337.35986,32.999,.41,.87,.87,18.97,.04975,,61.74,87.72699,13.18057,58.63,48.49971,3.68,.75116,.81,.17,19.41,.0716,.02595,43,-9.77,-5.19,.47,.95,41.7,23.37,3,0,0,186,21.21,5.18,-13.62,.41,26.39,1021.01,4.88,13.87,0,1.51,3.59,77900.85,43.69,0,100,3.61,2.38,1.12,,.43,0,.43,0,1.64,1.68,.00419,0,1.71,20131231,0,0,816.55999,25,5,4.3,.43,.43,20140601,1.65,1.8,NSDQ,
NCI INC-CL A,NCIT,90.91,1.36,.36,8.65,7.72,9.87349,5.58,6.5692,58.159,332.33,289.38,20.38999,8.27,4.43,17.61,55.56,-32.5,46.34,108.85,5,-28.94,-9.79,-8.71,312.415,74.483,16.63,14.1,13.31999,0,41.18,1,70.19,5.34,0,63.99,0,,1.76,1.7,6.59,2.54999,,7.73,14.02799,108.90348,108.85,108.10329,0,,0,.02,1.97,5.23769,.15055,24,35.65,-3.54,.34,1.48,58.26,8.98,3.33,0,16.67,122,4.5,1.35,29.87,.11,12.19,116.32,63.64,22.17,-1.45,-5.08,0,9544.45,12.95,0,83.33,1.47,-3.23,0,0,.1,.28,.12,.18,.55,.41,.22697,-4.55,.54,20131231,0,0,81.8,10,-35.71,24.48,.18,.18,20140601,.6,.51,NSDQ,
NORWEGIAN CRUIS,NCLH,130.27,2.52,2.38,14.18,5.74,3.8452,5.43,3.13689,961.09558,2570.29,1657.65002,642.39001,13.14,.55,12.7,198.96,74.66,36.17,1440.65,26.8,,12.92,,3040.09204,911.41302,18.42,397.27999,114.68,0,1075.47998,2841.20996,182.91999,611.33001,43.70999,18.26,55.205,,.15,.13,13.01,.39857,38.025,101.70999,511.79299,-39.6559,1440.65,262.0599,,,0,.04,11.74,153.91999,.11246,11,-7.58,.92,.74,-.05,43.11,32.78,1.4,80,0,72,29.65,3.11,-11.52,.57,36.91,6727.67,-3.51,14.66,0,-1.7,0,1043428.19,205.24,0,20,5.93,-4.49,-1.15,-2.72,1.09,.05,.36,.12,1.29,2.24,.02541,0,1.78,20131231,0,0,2631.26,38.67,0,-1.17,.55,.55,20140601,1.28,2.58,NSDQ,
NATL CINEMEDIA,NCMI,114.28,,2.17,,5.01,7.16279,3.47,4.0299,122.13024,462.8,143.3,255.19999,10.83,4.01,30.14,,-32.58,13.79,193.98,9,-.18,3.12,4.3,423.36401,123.91999,26.33,201.6,150,0,131.5,876,265.5,492,0,128,,,2.33,2.02,-2.92,.45072,,41.2,91,207.4627,193.98,,5.09,7.18109,.87999,.09,7.7,3.93199,1.04562,10,-19.54,-7.91,-2.43,.72,26.01,16.06,1.86,57.14,0,46,14.65,-1.11,-22.97,.08,20.07,977.04,0,36.09,0,-2.47,5.48,229614.25,60.84,0,42.86,0,-.65,6.22,0,.22,.22,.2,.25,.57,.44,.18608,0,.61,20131231,0,0,-146.10001,19.86,40,9.6,-.05001,-.05,20140301,.66,.53,NSDQ,
NASDAQ OMX GRP,NDAQ,108.52,1.16,3.34,7.73,5.54,5.94299,3.73,3.7025,900.07098,2092,1316,836,12.4,1.39,12.78,102.32,11.88,4,50.66,10.43,9.62,-18.28,2.56,2113.17993,523.46002,15.23,711,600,0,2800,2589,3163,8572,0,393,27.951,.39,1.09,1.13,36.37,.16874,,385,570,9.375,50.66,44.01294,.72,,.51999,.18,22.1,5.41529,.98928,,6.01,5.63,-.07,1.18,94.59,42.19,1.9,60,0,,29.78,15.4,1.49,.68,42.9,7200.57,2.94,14.51,5,-.13,1.42,1321065.13,170.67,0,40,.73,-1.11,-.3,-15.63,.72,.03,.78,.04,2.57,2.91,.01509,-3.2,2.77,20131231,0,0,6184,44.5,1.41,3.84,.69999,.7,20140601,2.6,3.3,NSDQ,
NOODLES & CO,NDLS,113.18,6.25,2.2,9.89,9.6,,6.65,,87.94366,350.92,91.88999,34.95,19.41,2.13,44.14,,23.89,81.82,49.37,26.62,,16.82,,408.73498,106.55699,70.25,13.61999,11.43,0,24.15999,6.30999,18.32999,0,7.21999,4.82999,4.9505,,.73,.46,4.5,1.9584,13.26299,6.65999,33.47299,29.06976,49.37,,,,0,.02,3.39,71.262,.25993,42,-21.77,-16.72,-.99,1.21,1.89,28.1,2.6,20,0,156,27.71,-10.91,-25.11,.15,48.3,791.49,0,56.7,0,.22,0,234269.66,28.17,0,80,-.93,0,.07,.85,.15,.03,.15,.07,.4,.5,.02281,.85,.4,20131231,0,0,124.47,40.38,-8.33,2.46,.05,.05,20140301,.4,.64,NSDQ,
NORDSON CORP,NDSN,113.85,5.24,3.01,25.43,14.99,21.61899,11.17,14.248,797.60382,1542.92,676.77001,380.39001,17.64,1.53,17.53,,11.74,-6.11,-3.89,13,25.17,9.46,15.75,1677.64904,448.05899,21.79,325.95999,311.11999,0,235.47,648.26,600.57,1208.28002,198.39999,308.70001,40.812,,2.7,1.71,14.35,.79588,3.58969,221.80999,273.651,-1.33886,-3.89,,1.04,16.725,.62999,.14,14.04,5.25349,.39695,17,1.17,-6.83,-4.08,1.5,48.27,75.17,2,57.14,0,131,66.65,.09,-3.14,1.13,84.3,4785.62,7.78,19.9,6.67,.22,.96,200558.8,63.66,0,42.86,.26,.38,.37,0,1.13,.02,1.1,.05,3.37,3.78,.01215,-.28,3.45,20131031,0,0,887.85998,86.83,-8.2,-1.04,.97,.97,20140401,3.38,4.29,NSDQ,
NEOGENOMICS INC,NEO,-30,11.13,3.48,9.73,8.59,-19.719,5.3,-7.523,51.4726,66.47,34.72999,7.61999,39.07,25.9,60.23,-60,-75,,362.68,20,,11.02,24.28,84.36,22.468,103.6,3.16,2.18,0,14.31999,3.28999,27.48999,2.56999,2.29999,18.64999,15.1,.2,1.84,1.76,.46,1.8917,16.847,2.02999,6.493,3283.33325,362.68,499.25094,0,,0,.03,2.88,4.14279,.4567,4,43.09,42.7,0,.75,89.8,5.18,1,100,0,12,2.1,70.96,36.99,.01,5.53,257.36,0,518,0,-70.59,0,1005583.31,49.68,0,0,-75,-160,7.5,0,-.01,-.91,0,1.37,.04,.01,1,0,.05,20131231,0,0,21.70999,7.25,,,.00999,.01,20140601,.04,.09,NSDQ,
NEOGEN CORP,NEOG,104.69,5.23,6.47,9.79,9.79,11.52,8.64,10.04199,400.22024,247.4,124.8,48.54999,42.88,2.72,39.45,111.67,22.04,1.79,3.61,17.33,12.12,19.22,14.39,285.36099,70.147,57.2,41.13999,43.02999,0,24.95999,0,188.74,114.59999,51.16999,51.9,0,0,7.56,5.51,8.35,.7592,2.5717,28.14999,34.59999,3.5307,3.61,5.65468,0,,0,.11,11.38,5.22499,3.43229,58,-4.46,4.25,3.95,1.06,52.12,43.66,2.2,40,0,26,35.8,18.06,-8.54,.21,50.88,1600.88,-4.76,47.07,15.38,0,0,237936.7,36.67,-.4,60,1.52,-4.96,5.4,6.12,.22,.05,.22,.03,.77,.93,.0239,0,.76,20140531,0,0,306.29998,51.33,0,-9.19,.2,.2,20140501,.76,1.11,NSDQ,
NEONODE INC,NEON,100,29.66,24.68,-250.8,-250.8,-279.85401,-132.08,-1497.36207,103.23799,3.72,1.63999,-12.83,,,4.53,,8.11,-32.14,-19.96,25,,-47.92,81.57,8.25,1.94,,-12.97001,-12.97001,0,5.11999,0,11.13,0,0,.95999,0,,1.59,2.17,.09,.40869,7.6989,-13.08,-12.94,-40.94829,-19.96,,0,,0,-3.52,-323.17,4.5591,1.98632,14,-56.96,-14.2,-9.93,-.84,.57,2.72,1,100,0,34,2.69,-38.6,-58.8,-.09,7.92,103.24,-37.5,,0,-61.91,0,762308.88,37.96,0,0,-500,-157.14,-11.11,0,-.09,,-.04,,-.37,-.34,,-22.22,-.37,20131231,0,0,6.34,11.5,-14.29,-20.09,-.11,-.11,20140301,-.37,.6,NSDQ,
NEPTUNE TEC&BIO,NEPT,183.33,1.86,10,-27.38,-25.08,-8.4529,-19.87,-6.8348,159.92999,17.91,16.23999,-20.95001,,,,183.33,16.67,-40,22.79,,,-28.64,14.06,18.989,4.18499,,-21.28001,-21.28001,0,15.07999,9.64,60.58,1.78999,13.01,16.20999,9.70759,.11,5.05,3.15,1.15,.18815,1.01979,-21.28001,-25.13101,-6.45324,22.79,8.08396,0,,0,-1.19,-105.63,1.34949,2.07957,,-25.86,-22.38,-10.04,2.09,0,2.15,,,,10,2.15,-7.33,-29.02,-.08,4.08,159.93,25,,,-12.9,0,215603.5,74.39,,,-37.5,-37.5,,,-.11,,-.11,,-.42,-.35,,0,-.28,20140228,,,62.25,,12.5,,-.06,-.06,20140501,-.42,-.26,NSDQ,
MINERVA NEUROSC,NERV,,,,,,,,,23.95899,,0,-3.18001,,,,,-334,,,45,,,,,,,-3.21001,-3.26,0,1.39999,0,1.80999,7.90999,0,0,0,,1.29,1.29,,,,-3.26,-5.51101,-106.32911,,,,,0,,,,1.29285,,,2.94,-3.81,,27.38,6.31,1,100,0,,5.85,,,-.41,7.53,47.92,,,,,0,210725.84,7.59,,0,,,,,-1.7,-1.1,-.51,-.11,,-3.26,-.62348,,,20131231,0,0,20.17,12.33,,,-.45,-.45,20140301,-.75,-1.62,NSDQ,
NEWPORT CORP,NEWP,82.69,1.97,1.16,13.77,9.75,8.49349,7.99,5.9253,344.96249,560.05,322.33999,58.38999,10.3,,14.86,76.79,1.12,-19.82,127.1,,23.1,-5.93,10.8,611.89501,151.85699,15.45,27.92,21.43,0,102.93,83.63999,301.20999,146.13999,103.37999,96.37999,17.228,.2,2.82,1.92,8.62,.9938,3.1224,15.6,65.76799,117.44576,127.1,122.23783,0,,0,.03,7.05,6.1395,.98562,3,-4.21,-9.66,.29,2.52,40.53,17.31,1.25,100,0,16,14.42,-4.94,-8.29,.2,21.55,689.92,40,19.23,0,-3.74,0,144498.55,39.86,0,0,-5.17,-12.25,.43,,.22,.03,.28,.08,.83,.9,.01571,0,1.12,20131231,0,0,328.36999,23.13,41.18,81.9,.28,.28,20140601,.89,1.16,NSDQ,
NEWSTAR FIN INC,NEWS,109.09,.89,3.76,3.93,1.06,.42827,.98,.39811,277.68148,141.2,0,34.18999,31.82,,21.79,,6.52,2.22,2.47,,19.03,4.19,-1.93,,,24.63,41.15,41.15,0,74.87,1744.53002,2500.23999,0,14.82999,2274.09008,72.901,,35.87,33.2,12.79,.05978,0,24.59,17.329,2.58657,2.47,,0,,0,.17,16.31,.07434,2.82249,36,-36.24,-20.49,-10.44,1.72,8.9,11.33,3,0,0,142,10.6,6.89,-38.96,.13,18.8,555.36,-8.33,23.12,0,0,0,50535.25,49.02,0,100,0,0,0,,.12,.12,.13,0,.49,.49,.05772,0,.46,20131231,0,0,616.21002,14.5,-14.29,-9.66,.10999,.11,20140301,.46,.52,NSDQ,
NEWTEK BUS SVCS,NEWT,,1.11,.62,9.88,9.88,5.46789,4.09,2.39039,,143.59,77.08,20.2,8.05,,,,,33.33,28.92,,71.63,9.5,7.83,,,12.3,16.92,11.06,0,121.59999,0,169.55,13.32999,0,25.2,0,,1.44,1.39,2.21,.79685,,7.51999,10.80799,33.33333,28.92,,0,,0,.05,5.13,5.62349,1.18708,,-21.66,-9.89,-3.53,.49,28.57,2.46,,,,,2.1,-5.38,-25,.05,3.36,90.94,0,,,,0,47796,36.97,,,,,,,,,,,,,,,.2,20131231,,,77,,25,,.03999,.04,20140301,.2,,NSDQ,
NORTHFIELD BNCP,NFBK,103.7,1.04,6.79,2.94,2.08,2.15549,.77,.67109,227.78733,102.63,6.5,46.34,29.38,,30.38,84.85,12.74,17.24,27.67,,12.27,2.5,2.75,85.19899,21.32799,32.72,40.31999,29.87999,0,1690.89001,289.32,1539.28002,16.14999,.46999,1471.56994,31.62299,,.93,.91,12.25,.03718,4.12519,19.13999,25.16699,19.40111,27.67,23.30078,1.59,16.26899,.23999,.19,20.58,.06948,.03976,15,-3.33,-3.26,-2,.49,59.09,12.76,2,66.67,0,205,11.72,-.85,-7.45,.09,13.48,683.36,22.22,33.29,0,0,1.88,187285.09,53.56,0,33.33,0,0,0,,.09,.06,.1,.1,.32,.38,.03984,0,.39,20131231,0,0,716.09997,14.33,25,26.09,.10999,.11,20140601,.34,.42,NSDQ,
NETFLIX INC,NFLX,175.64,15.74,5.18,14.53,9.7,22.26199,3.6,10.887,1333.74841,4374.56,3083.25,2444.88989,10.57,4.49,60.84,79.42,85.48,627.59,328.26,24.08,-11.9,21.2,27.13,5505.23681,1404.40905,127.32,203.21,171.07,0,2154.19995,500,3058.76,2091.07006,0,0,35.861,.56,1.57,1.42,26.85,.86243,,112.4,2370.06005,555.39361,328.26,566.81274,0,,0,.03,4.18,,1.4199,12,14.82,-10.51,-.63,.95,78.03,422.72,2.22,55.56,14.81,120,243.76,31.42,9.92,1.14,473.1,25341.22,.88,108.01,1.24,-5.68,0,2595809.75,59.95,0,29.63,-13.13,-11.76,-.22,0,.91,.03,.96,.22,1.74,3.91,.07665,0,3.32,20131231,0,0,1333.56005,459.87,3.61,8.59,1.14999,1.15,20140601,2.11,6.95,NSDQ,
