Company Name,Ticker,% Ratio of Q1/Q0,% Change F1 Est. (4 weeks),Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Reported Qtr ,Last Yr's EPS (F0) Before NRI,Last Reported Fiscal Yr ,12 Mo Trailing EPS,Earnings ESP (Expected Surprise Prediction),% Change Q2 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),% Change EPS (F(-1)/F(-2)),Long-Term Growth Consensus Est.,5 Yr. Hist. EPS Growth,Q0 Consensus Est. (last completed fiscal Qtr),Q2 Consensus Est. (next fiscal Qtr),Q1 Consensus Est. ,F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,Average Target Price,% Rating Upgrades ,% Rating Strong Buy or Buy,% Price Change (YTD),% Price Change (12 Weeks),% Price Change (4 Weeks),% Price Change (1 Week),Beta,Price as a % of 52 Wk H-L Range,52 Week High,52 Week Low,Last Close,Avg Volume,Market Cap ,Relative Price Change,# of Brokers in Rating,# Rating Strong Buy or Buy,% Rating Strong Sell or Sell,% Rating Change - 4 Weeks,Industry Rank (of ABR),Rank in Industry (of ABR),Change in Avg Rec ,# Rating Upgrades,# Rating Downgrades ,% Rating Hold,% Rating Downgrades ,# Rating Strong Sell or Sell,# Rating Hold,Shares Outstanding ,% Ratio of Q1/prior Yr Q1 Actual Q(-3),% Change Q0 Est. (4 weeks),Long Term Debt ,Current Liabilities ,Current Assets ,Intangibles,Inventory ,Receivables ,Asset Utilization,Inventory Turnover,Operating Margin 12 Mo,Turnover,Net Margin,Preferred Equity,Common Equity,Book Value,% Change Q1 Est. (4 weeks),Current ROI (TTM),Current ROE (TTM),ROI (5 Yr Avg),Current Avg Broker Rec,Cash Ratio,Quick Ratio,Current Ratio,Debt/Equity Ratio,Debt/Total Capital,Dividend ,5 Yr Hist. Div. Growth %,Current ROA (TTM),Price/Sales,Price/Book,Price/Cash Flow,PEG Ratio,P/E (F2),P/E (F1),P/E (Trailing 12 Months),Q(1) Consensus Sales Est. (Mil.),F(1) Consensus Sales Est. (Mil.),5 Yr Historical Sales Growth,Sales Growth F(0)/F(-1),ROA (5 Yr Avg),Market Value/# Analysts,5 Yr Div. Yield %,Div. Yield %,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,Pretax Income ,EBIT ,EBITDA ,Cost of Goods Sold,Annual Sales,
TAUBMAN CENTERS,TCO,105.58,.38,6.17,1.12,3.33,.86,.86,20140601,3.65,20131231,3.76,0,-.92,-1.25,-2.47,2.47,9.28,313.07,6.72,5.77,.81,1.08,.91,3.6,3.74,3.66,79,0,12.5,17.91,1.7,-1.39,2.25,1.25,88.2,76.98,63.34,75.37,385942.09,4768.13,10.53,8,1,0,6.25,212,33,-.19,0,0,87.5,0,0,7,63.26,102.02,0,3058.05004,292.27999,115.98999,0,0,74.98999,.21332,,65.33,12.66399,.17,.01999,-215.68,4.14,-1.04,18.28,1808.02,19.04599,2.81,.14027,.4,.66,7.63,88.40699,2,5.8196,13.94,6.35,18.2,16.71,3,20.58,20.15,20.05,173.667,700.67999,4.09,2.56,3.72029,1589.37756,3.26,2.87,312.47479,313.07,24.88461,286.61099,132.58999,140.30999,270.32998,426.1,292.38,767.15,
TC PIPELINES,TCP,100.57,-.26,5.45,52.54,12.07,.57999,.58,20140601,2.13,20131231,2.69,0,-3.79,-.59,22.52,28.5,-15.14,48.28,6.8,-2.35,.55,.66,.58,2.1,2.74,2.65,53,0,12.5,14.85,6.06,4.71,3.5,.35,100,55.62,44.2,55.62,94353.45,3466.68,7.66,8,1,37.5,0,165,31,0,0,0,50,0,3,4,62.33,100.57,-1.48,1575,55,69,130,7,37,.09956,7.5714,50.29,10.20899,.37,0,1789,28.37,-9.7,5.15,9.59,7.19509,3.21,.45454,1.13,.64,.84,45.63299,3.18,2.4992,5.01,10.14,1.96,16.05,2.99,21,20.32,20.68,101.80999,427.625,64.86,-.58,6.5967,495.24044,6.87,6.04,25.39682,48.28,-5.97015,216,126,191,235,322,55,341,
TCP CAPITAL CP,TCPC,95.5,.39,8.11,2.63,16.3,.4,.4,20140601,2.1,20131231,1.77,0,-9.5,-1.84,0,-26.57,16.02,48.73,5,,.37,.36,.38,1.62,1.54,1.6,17.8,0,66.67,3.1,2.13,-2.21,.29,.25,69.28,18.31,14.99,17.29,465026.94,625.9,-3.35,6,4,0,0,123,19,0,0,0,33.33,0,0,2,36.2,74.9,-1.06,0,18.95999,33.34,0,0,10.35,.10216,,71.8,6.2272,.91,134.5,550.78002,15.36,-.52,9.43,11.89,,2,1.21255,1.76,4.29,0,0,1.42999,,7.34,7.32,1.13,,2.24,10.81,11.21,9.77,26.03,101.22499,,33.37,,125.1796,,8.33,55.43368,48.73,130.29421,-4.829,63.4,55.29999,56.49,-2.67001,0,69.61,
TCP INTL HLDGS,TCPI,180,,150,,,.1,.1,20140601,.4,20131231,.42,0,,,,35,233.33,,25,,.04,.19,.18,,.54,.98,15,0,100,,,-38.21,4.08,,5.62,11,6.37,6.63,80261.7,183.62,,4,4,0,,14,1,0,0,0,0,0,0,0,27.7,85.71,,,,,,,,,,1.94,,,,,,,,,,1,,,,,,0,,,.42,,,.49,6.77,12.28,15.79,,481.77499,,19.36,,91.81199,,0,,,,,,,,,,428.92,
THL CREDIT INC,TCRD,93.16,2.49,11.76,-6.06,-2.32,.37999,.38,20140601,1.37,20131231,1.29,2.86,2.38,1.34,0,.24,-.72,-3.64,5,26.73,.34,.34,.35,1.45,1.37,1.38,15.21,0,57.14,-17.1,1.33,.81,2.7,.65,18.92,16.97,12.9,13.67,161153.25,463.48,-22.29,7,4,0,0,123,16,0,0,0,42.86,0,0,3,33.9,104.12,0,204.3,12.47,22.71999,0,0,9.02,.11607,,53.89,6.89989,.57,0,452.94,13.28,2.31,6.42,9.79,7.13999,1.86,1.09863,1.82,1.81,.7,41.076,1.35,51.30799,6.26,5.64,1.03,12.05,1.99,9.87,9.95,10.6,22.92099,89.955,50.99,40.52,6.99949,77.24683,7.17,9.95,47.56428,-3.64,54.54544,38.469,42.66999,42.66999,42.66999,39.75,0,74.65,
CONTAINER STORE,TCS,-153.06,0,-16.67,-15.38,,-.07001,-.07,20140501,.19,20140228,,,0,0,0,160.9,-44.12,26.83,26.82,,-.06,.15,.11,.24,.5,.68,26.5,0,11.11,-54.88,-22.97,-3.71,-7.19,,1.39,46.61,20.67,21.03,342974,1008.91,-57.7,9,1,11.11,0,120,12,0,0,0,77.78,0,1,7,47.97,,0,327.72,136.83999,164.72999,445.1,85.58999,32.27,,3.34549,,,.01,0,197.17999,4,0,-.28,-.81,,2.89,.34251,.58,1.18,1.73,63.41699,0,,-.19,,5.26,25.25,1.58,30.86,42.42,,199.83299,823.10601,,5.91,,144.13056,,0,,26.83,6376.92333,39.91899,8.15999,8.60999,29.79,60.13999,308.75,748.54,
TUCOWS INC,TCX,176.92,13.33,0,-15.38,8.65,.12999,.13,20140601,.37,20131231,.56,0,10,13.48,,83.78,2.78,92.5,,6.01,.13,.22,.23,.44,.68,1.01,21,0,100,14.93,16.34,8.79,1,.73,97.41,16.3,8.2,16.09,33946.8,180.34,7.74,1,1,0,0,127,19,0,0,0,0,0,0,0,11.21,95.83,0,0,73.44,68.11,34.27,.3,5.78,1.11479,253.988,4.56,21.121,.03,0,26.90999,2.78,43.75,22.36,22.36,16.80299,2,.84463,.92,.99,0,0,0,,5.09,1.3,5.8,29.34,,15.93,23.66,28.73,38.59999,147.6,13.6,13.26,4.0018,180.337,0,0,58.95211,92.5,-5.42987,5.98,4.17999,5.78999,6.13999,7.94,98.5,129.93,
TINGYI CAYMAN,TCYMF,,0,,,,.01999,.02,20140301,.07,20131231,.07,,,0,,28.57,-12.5,19.43,,-5.07,,,,.08,.09,.11,,0,100,-3.63,11.02,-.7,-4.09,.73,57.16,3.02,2.53,2.8101,195.15,15777.2,-9.66,1,1,0,0,113,6,0,0,0,0,0,0,0,5614.46,,,984.76,2794.51,1968.43005,28.80999,478.10998,233.1,1.3233,,3.9,36.859,.04,0,3497.23999,,,9.6,12.03,14.85099,1,,,,,,0,,5.16,1.42,.04,.19,,25.55,31.22,40.14,,12017,19.46,18.77,7.7621,15777.19726,,0,,19.43,-31.92295,836.01098,408.544,827.89001,860.55999,1241.40002,6457.35986,10941,
TORONTO DOM BNK,TD,,0,8.7,0,-1.46,1,1,20140401,3.49,20131031,3.63,-1,-.47,-.28,0,13.36,-6.55,-1.57,12,10.37,1,1.05,1,3.59,3.96,4.28,55.17,0,100,11.08,6.62,1.26,1.18,1.05,97.61,52.6,41.71,52.34,1203991,96572.54,4.13,5,5,0,0,189,17,0,0,0,0,0,0,0,1845.1,126.58,0,7832.72998,682805.25,693331.625,15494.71972,0,436601.9375,.03837,,21.41,.07504,.21,3331.51,47669.58984,25.3,.33,11.69,14.5,10.92,1.4,.37599,1.02,1,,12.956,1.58319,10.06299,.82,3.03,2.07,12.48,1.1,12.23,13.21,14.42,6643.97998,27387.67578,9.13,3.69,.89665,19314.50781,3.5,3.37,,-1.57,1.46278,7732.56103,6537.41992,7392.12988,9578.45996,10598.03027,4229.3999,31698.65,
TERADATA CORP,TDC,93.43,.88,8.2,19.51,8.9,.66,.66,20140601,2.56,20131231,2.64,0,3.44,1.64,.55,3.91,-4.48,-4.7,9.1,14.5,.61,.9,.62,2.5,2.66,2.89,45.9,0,28.57,-4.75,5.22,2.63,1.5,.81,17.06,61.86,39.52,43.33,1934427.25,6833.14,-10.71,14,4,7.14,0,39,15,0,0,0,64.29,0,1,9,157.7,94.87,0,248,776,1563,1095,56,717,.87452,23.18099,15.66,4.52729,.14,0,1857,11.81,-7.5,20.3,22.92,24.45199,2.64,1.01804,1.94,1.93,.12,10.781,0,,13.7,2.49,3.67,12.36,1.79,14.99,16.29,16.41,667.95202,2779.3479,12.15,1.01,15.69699,2277.71411,0,0,-2.58398,-4.7,-10.02387,573,377,508,508,655,1219,2692,
TRANSDIGM GROUP,TDG,100,12.1,16.87,9.88,45.08,1.94,1.94,20140601,3.19,20130930,5.38,0,,-1.75,2.11,127.9,-50.16,-40.33,12.09,15.35,1.66,,1.94,2.4,7.27,7.87,186,0,54.55,11.89,-3.31,4.81,3.34,.84,72.88,197,134.94,180.17,423399.56,9535.5,4.89,11,6,0,-4.35,71,11,0,0,0,45.45,0,0,5,52.92,3880,0,5700.18994,322.5,1320.48999,4533.39013,413.57998,290.44,.35541,2.4054,17.73,6.94019,.16,0,-336.38001,-30.07,3.74,7.3,1413.54,7.5267,2,1.91153,2.81,2.94,-4.56,,0,,6.3,4.2,,21.88,2.05,22.89,24.78,33.49,633.33697,2364.12402,29.72,13.19,6.62949,9535.49804,0,0,-8.3394,-40.33,-6.82546,432.57299,302.77999,448.48001,719.15997,804.59997,874.83001,1924.4,
TELEPHONE &DATA,TDS,30,-.9,-42.86,-82.61,-91.06,-.20001,-.2,20140601,-1.84,20131231,-2.23,-50,15.12,27.8,450,69.43,-302.2,-113.38,14,-17.43,-.14,-.37,-.06,.38,-.56,-.32,37,0,80,-1.09,-5.17,3.2,3.36,1.16,34.67,31.38,22.38,25.5,808450.38,2759.53,-7.28,5,4,0,12.5,219,1,0,0,0,20,0,0,1,108.22,66.67,0,1720.06994,1191.75,2087.33007,2455.73999,244.55999,731.10998,.54725,11.30799,-5.04,7.221,.03,.81999,4669.27001,42.52,33.33,-3.79,-5.19,1.46029,1.4,.93279,1.55,1.85,.37,27.09399,.50999,7.1458,-2.76,.58,.6,3.38,,,,,1246.51098,4923.083,.08,-8.31,1.14779,689.88348,1.76,2.1,411.70629,-113.38,73.36916,818.55603,141.91999,292.85998,391.67001,1409.73999,2225.31005,4901.24,
TIDEWATER INC,TDW,126.49,-3.77,-9.68,40.01,16.01,.83999,.84,20140601,3.79,20140331,3.96,0,-5.05,-3.83,,16.8,25.08,3.97,,-7.68,.93,1.17,1.06,3.58,4.43,5.14,55.83,0,85.71,-15.69,-.36,-.02,.87,1.61,23.82,62.76,45.97,49.97,467529.09,2485.01,-20.97,7,6,14.29,-14.29,111,25,.14,0,0,0,0,1,0,49.73,92.39,0,1505.34997,401.67999,820.20001,283.69,57.38999,252.41999,.30623,14.52499,13.24,3.46219,.1,0,2685.37011,54.76,-10.71,4.74,7.37,5.6118,1.61,1.27063,1.9,2.13,.55,35.534,1,0,4.05,1.67,.91,6.02,,9.72,11.29,12.62,394,1589.64697,4.55,15.35,4.70079,414.16799,2.01,2,-6.96186,3.97,-6.96518,412.17898,140.25,173.03999,216.85,440.60998,811.63,1435.1,
TELEDYNE TECH,TDY,87.76,3.81,15.75,5.26,8.99,1.47,1.47,20140601,4.4,20131231,5.21,-.78,.29,.85,0,21.27,2.09,18.23,7.5,14.6,1.27,1.38,1.29,4.65,5.34,5.54,106.25,0,50,3.88,.68,.26,2.21,1.03,74.7,101.6,77.17,95.42,117551.6,3580.83,-2.62,6,3,0,0,71,25,0,0,0,50,0,0,3,37.53,110.26,-.2,549,418.1,799.09997,1308.69995,294.29998,378,.85527,4.80749,8.49,6.2364,.08,0,1518.69995,43.3,-.31,9.58,13.13,10.361,2.33,.30327,1.21,2.06,.31,23.59199,0,,7.26,1.53,2.2,13.86,2.38,17.21,17.88,18.32,609.20001,2405.84008,7.52,9.93,7.27689,716.16516,0,0,12.7962,18.23,12.73613,258.24499,185,224,244.39999,335.5,1500,2338.6,
TECO ENERGY,TE,117.86,-.04,3.7,4.55,.5,.28,.28,20140601,.95,20131231,1.02,-9.09,4.55,-1.26,1.32,7.14,-16.67,17.2,5.1,-4.45,.27,.18,.33,.94,1.02,1.1,17.57,0,9.09,1.28,2.34,-3.43,.46,.6,55.65,18.48,16.18,17.46,1987109.63,3802.89,-5.06,11,1,18.18,0,228,59,0,0,0,72.73,0,2,8,217.81,110,0,2837.80004,765.40002,857.70001,0,0,288.70001,.38332,11.63799,7.67,9.3078,.07,0,2333.69995,10.77,-6.25,4.24,9.41,4.8143,3.18,.7434,1.12,1.03,1.22,54.95899,.87999,2.40199,2.94,1.33,1.62,7.11,3.36,15.92,17.16,17.12,867.97698,2957.52001,-4.35,-4.85,3.42659,422.54367,4.98,5.04,1.27638,17.2,-7.05219,533.5,197.69999,306.70001,477.20001,806.70001,1843,2851.3,
TEARLAB CORP,TEAR,92.59,-9.19,-5.88,-20,-2.9,-.18001,-.18,20140601,-.58,20131231,-.61,0,-36.11,-61.54,0,-16.09,-23.4,32.77,30,,-.17,-.16,-.17,-.52,-.67,-.56,7.75,0,100,-58.99,-15.64,-27.32,10.06,3.12,5.18,13.34,3.31,3.83,404933.16,128.63,-61.56,3,3,0,-33.33,19,32,.33,0,0,0,0,0,0,33.58,138.89,0,0,8.57999,42.88,3.59999,.87999,3.51999,.37683,7.02089,-101.64,5.50659,-1.98,0,41.36,1.04,-13.64,-46.34,-46.34,-79.142,1.33,4.48484,4.9,5.99,0,0,0,,-38.3,7.2,3.67,,,,,,5.8733,22.023,91.36,269.82,-50.04801,42.87699,0,0,-38.24985,32.77,-50.12948,-16.03001,-28.99,-28.99,-28.99,-27.13,8.14,14.65,
TECH DATA CORP,TECD,,0,-20,7.69,,.72,.72,20140401,4.52,20140131,,,0,0,0,9.07,-6.03,-2.78,10.78,,.79,2.29,1.04,4.38,4.93,5.63,66.2,0,33.33,25.14,2.79,-.19,3.68,1.14,97.2,65.02,48.96,64.57,173571.75,2469.03,17.31,6,2,16.67,0,214,2,0,0,0,50,0,1,3,38.24,,0,354.11999,4617.58007,6469.02978,0,2450.78002,3215.71997,4.0411,11.45899,.59,9.01469,.01,0,2098.6101,56.51,0,6.79,7.97,8.54199,2.67,.17379,.87,1.43,,14.10099,0,,2.39,.09,1.14,9.91,1.21,11.47,13.1,,6807.41406,28483.66015,4.41,5.76,3.1789,411.50466,0,0,,-2.78,2.08793,245.925,179.92999,204.3,230.89999,303.86999,25459.56054,26821.9,
TECHNE CORP,TECH,98.41,2.7,3.53,5.62,1.66,.87999,.88,20140601,3.39,20140630,3.4,0,1.95,4.7,0,7.91,5.94,-1.43,12.5,3.84,.85,.87,.87,3.37,3.66,3.9,104.25,0,60,2.04,9.38,6.78,2.01,.63,99.6,96.69,74.11,96.6,144145.66,3573.72,-4.35,5,3,0,0,19,46,0,0,0,40,0,0,2,36.99,104.34,0,6.98999,26.38999,469.41,260.23999,38.84,47.86999,.43702,2.70679,35.13,7.8238,.31,0,795.26,21.5,-.84,16.46,16.5,19.493,1.8,14.5017,16.32,17.79,.01,.87129,1.23,4.6545,15.35,9.99,4.49,27.3,2.11,24.78,26.41,28.41,108.637,468.07598,6.18,15.19,18.63899,714.7434,1.59,1.28,1.02701,-1.43,-1.43923,130.352,110.94,161.38999,160.66,172.97999,106.34999,357.76,
TARENA INTL-ADR,TEDU,,0,0,,,.00999,.01,20140301,-2.77,20131231,,,0,0,0,116.43,-76.43,,40,,.07,.18,.18,,.46,.71,13.5,0,100,,72.3,28.21,9.88,,95.89,15.02,6.74,14.68,488456.25,281.08,,2,2,0,0,,,0,0,0,0,0,0,0,19.15,,0,0,25.32999,46.18,0,0,15,,,,,.15,111.37,-63.28,-3.28,0,,,,1,1.23095,1.82,1.9,,0,0,,,,,,.81,20.53,32.26,,41.09999,138.44999,,63.38,,140.539,,0,,,182.62225,-25.66301,14.03999,16.30999,16.30999,20.95999,29.05999,92.83,
TELEFONICA S.A.,TEF,,,10.53,,,.37999,.38,20140601,1.38,20131231,1.33,,,,,,18.97,18.66,,-14.1,.38,,,1.26,,,13,0,0,-3.73,-4.38,-3.44,1.29,1.52,48.65,18.02,13.56,15.73,1295031.38,71587.54,-9.76,2,0,50,0,,,0,0,0,50,0,1,1,4551.02,,,67971.75781,38711.96875,38872.6914,55764.6914,1308.36999,15015.0996,.45965,15.748,8.45,5.0685,.08,0,36504.33984,8.36,,5.89,16.61,8.53439,3.5,.58248,.97,.96,1.82,64.484,.36239,-17.43601,3.88,.98,1.88,11.37,,,,11.83,,68195.82812,-1.86,-4.12,5.47779,,4.38,5,14.73142,18.66,16.55802,6295.69921,6600.31982,8341.71972,8341.71972,8341.71972,22635.56054,78214.42,
INTEGRYS ENERGY,TEG,188.33,-4.92,-57.45,-4.42,-20.94,.2,.2,20140601,3.53,20131231,3.26,0,3.06,-.26,0,-3.68,8.28,4.18,5,6.66,.47,1.01,.38,3.5,3.4,3.85,68.67,0,0,21.25,14.11,-4.49,.59,.67,72.63,71.13,52.28,65.97,522695.56,5275.16,13.66,6,0,0,0,228,61,0,0,0,100,0,0,6,79.96,110.79,0,2956.19995,1622.09997,1972.19995,662.09997,254.8,1052.09997,.63499,26.11599,3.69,6.94309,.06,51.09999,3262.30004,41.37,.89,4.31,8.13,4.8832,3,.41014,1.06,1.22,.89,46.80699,2.72,0,2.35,.73,1.59,9.53,3.88,17.14,19.4,20.24,737,5710,-4.17,33.76,2.41249,5275.16015,5.38,4.12,-14.36242,4.18,24.74516,552.61999,354.89999,560.79998,689,955.59997,4699.8999,5634.6,
TE CONNECT-LTD,TEL,100.17,-.22,1.01,4.4,3.81,1,1,20140601,3.23,20130930,3.7,0,0,.68,0,17.03,12.94,17.12,15,22.76,.99,.94,1,3.2,3.78,4.22,66.57,0,71.43,14.1,8.17,-2.21,2.23,1.58,87.16,64.97,48.69,62.88,1990141.38,25700.69,6.96,7,5,0,0,94,14,0,0,0,28.57,0,0,2,408.73,107.71,0,2303,3924,6309,5570,1762,2323,.74023,5.02559,11.26,5.7902,.1,0,8386,21.65,-3.13,14.12,18.1,11.824,1.71,.56676,1.16,1.78,.27,21.162,.92,13.42199,8.33,1.87,2.9,13.19,1.11,14.9,16.64,17,3615.41992,13952.41992,4.91,-.02,6.67329,4283.44873,2.2,1.84,25.06527,17.12,14.7482,1972,1276,1248,1390,1997,8951,13280,
TELENOR ASA-ADS,TELNY,,-4.43,,,,.75,.75,20140601,4.36,20131231,4.08,,,3.44,0,15.37,-8.98,-11.6,11.76,7.03,,,,5.3,5.03,6.11,71.43,0,100,-3.45,-3.52,.32,1.14,1.46,49.18,76.82,61.63,69.1,10661.9,35567.84,-9.49,3,3,0,0,191,2,0,0,0,0,0,0,0,514.73,,,8690.57031,7559.27978,5935.02978,9152.69042,270.42001,3357.05004,.57792,21.422,11.61,5.52799,.17,0,13911.95996,22.73,,9.54,15.87,10.37899,1,.30526,.75,.69,.77,43.53599,2.58789,33.13199,6.71,2.01,3.04,7.76,1.17,11.31,13.74,16.94,,17873.08984,1.62,-2.43,7.22419,17783.91992,2.76,4.31,4.47483,-11.6,59.61316,4581.43603,2823.8601,3795.47998,4221.81982,6587.31005,4851.10986,16979.29,
TENNECO INC,TEN,77.01,3.04,16.94,5.81,10.31,1.45,1.45,20140601,3.78,20131231,4.31,.89,2.32,1.5,-8.31,19.76,13.86,-29.82,16.55,52.43,1.24,1.09,1.12,3.65,4.53,5.45,68.6,0,72.73,14.44,2.31,-4.09,.84,1.91,83.18,68.6,45.65,64.74,459729.19,3941.44,7.28,11,8,9.09,.5,112,15,0,0,0,18.18,0,1,2,60.88,112.8,-1.31,1019,1838,2290,99,656,19,2.02839,9.8128,3.19,23.31399,.02,0,472,10.27,-3.14,15.66,51.8,9.94859,1.94,.87867,.89,1.36,1.93,66.271,0,,6.48,.47,6.31,8.99,.86,11.89,14.3,15.02,2120.27294,8613.375,12.55,8.16,3.8887,394.14361,0,0,-41.47158,-29.82,-33.45455,438,183,344,424,629,6734,7964,
TRANS ENERGY,TENG,,0,-27.78,,,-.11,-.11,20140301,-.87,20131231,-.86,,,0,,131.03,46.3,-11.58,,,-.18,,,-.83,.27,.09,4.35,0,100,0,-2.47,-4.13,-1.74,.98,80.52,4.25,2.71,3.95,448,53.79,-6.26,1,1,0,0,175,2,0,0,0,0,0,0,0,13.62,,,89.19999,9.03999,9.1,0,0,4.46999,.31356,,-68.16,4.7382,-.97,0,-8.23,-1.47,,-24.24,,53.29199,1,.51216,1.01,1.12,-4.95,,0,,-21.37,1.9,,,,43.89,14.63,,,,41.84,56.24,1.54659,53.79499,0,0,26.03553,-11.58,16.36792,-.983,-17.73,-17.73,-2.69001,7.86999,10.22,18.37,
TELECOM ARGENTI,TEO,115.52,-.89,-10.77,-12.5,-9.64,.57999,.58,20140601,2.07,20131231,2.46,,-1.47,-2.98,,24.96,-25.27,-14.84,,10.31,.65,.67,.67,2.86,2.59,2.71,14.67,0,0,11.54,-8.43,-19.88,-4.42,1.21,43.16,25.09,14.78,19.23,239903.8,3727.39,4.56,4,0,50,0,130,4,0,0,0,50,0,2,2,193.83,89.33,0,40.52,1667.01,1796.13,279.79,0,550.02001,1.1359,11.531,11.82,8.34529,.17,0,2219.79003,8.25,0,24.31,24.78,27.26099,3.75,.74751,1.08,.96,.02,2.0847,.68456,-8.2176,13.42,.92,2.33,3.99,,7.09,7.43,7.82,,3983.58007,8.41,-21.13,15.078,1242.46301,4.32,6.78,-14.76775,-14.84,-.63658,935.18499,599.38,929.46997,929.46997,1458.67004,1526.82995,3459.75,
TALLGRASS ENRGY,TEP,131.88,5.75,-4.17,20,9.3,.23,.23,20140601,.76,20131231,1.03,0,0,6.2,10.11,68.09,,,27.23,,.24,.33,.3,.38,1.28,1.61,44.63,0,100,57.62,7.9,-4.36,.69,1.16,89.61,43.17,22.09,40.98,694520.75,1011.59,47.75,5,5,0,40,121,1,0,0,0,0,0,0,0,24.68,178.43,-14.18,135,84.27999,52.34,304.47,5.13999,27.61,.30478,28.988,14.47,11.684,.05,0,743.94,29.24,-3.7,4.75,6.01,,1,.23243,.56,.68,.39,28.02199,.4397,,4.41,3.3,1.4,15.81,1.18,25.45,32.08,39.79,94.09999,363.5,,4.75,,252.89775,,3.71,,,-71.70527,62.99499,14.17,14.17,25.30999,56.59999,169.22999,267.71,
TERADYNE INC,TER,74.07,-3.11,31.71,57.14,42.1,.54,.54,20140601,1.06,20131231,1.18,0,-12.81,-6.24,-4.19,16.35,-36.53,33.53,15.4,-4.22,.41,.2,.4,1.02,1.23,1.5,23.5,0,75,9.99,8.03,-1.62,3.47,1.85,79.11,20.46,15.29,19.38,3265173.5,3764.62,3.11,8,6,0,0,65,2,0,0,0,25,0,0,2,194.25,86.96,0,0,475.63,1440.27001,614.08001,137.92999,157.63999,.60754,5.28229,15.92,7.0802,.12,0,1985.08996,10.82,-20.53,12.42,12.42,17.45999,1.5,2.4067,2.74,3.75,0,0,0,,9.67,2.41,1.79,10.14,1.02,12.93,15.71,16.42,464.98498,1661.12402,9.06,-13.81,12.89099,627.43719,.04,1.24,-16.19738,33.53,-24.00479,366.12701,164.94,201.91999,194.78999,345.47,619.13,1427.93,
TERRAFORM POWER,TERP,,,,,,-.14001,-.14,20140301,-.5,20131231,,0,,,,196,,,,,.23,-.01,.27,,.48,.63,35,0,0,,,-6.24,-5.84,,25.75,33.65,30,30.94,456564.91,855.27,,2,0,0,,228,,,0,0,100,0,0,2,,,,399.80999,128.61999,106.34999,22.6,0,42.86,,,,,-.01,0,15.44999,,,,,,3,.49362,.83,.83,,96.27899,0,,,,,,,49.11,64.46,,62.81999,172.83,,189.69,,855.27398,,0,,,72.89156,-8.74401,-.45,-.37001,5.88999,10.97,1.92999,45.45,
TESCO CORP,TESO,121.38,.33,3.57,-19.23,-4.06,.28999,.29,20140601,.97,20131231,1.01,0,-1.55,2.85,,26.8,-8.49,-20.34,,59.52,.28,.38,.35,1.07,1.23,1.73,24.8,0,80,3.13,-5.29,-1.73,1.85,1.66,72.64,22.43,15.01,20.4,204390.8,818.14,-3.32,5,4,0,0,178,12,0,0,0,20,0,0,1,40.1,121.38,0,.01999,110.98,381.42999,39.50999,97.36,149.91999,.8468,3.86319,7.6,3.7081,.07,0,516.96997,13.46,.57,7.8,7.8,5.77089,1.6,1.20877,2.56,4.02,0,0,0,,6.43,1.53,1.52,10.02,,11.79,16.58,20.2,156.85,587.17498,11.53,-5.03,4.6574,163.6284,.03,.98,-31.22173,-20.34,-27.20338,79.58,36.25999,51.65999,52.36999,93.44999,413,525.3,
TESSCO TECH INC,TESS,129.55,.48,10,0,3.4,.43999,.44,20140601,1.94,20140331,1.87,0,-1.59,-3.23,0,8.25,-9.77,-12.61,15,18.2,.4,.62,.57,1.94,2.1,2.4,,0,0,-21.55,1.2,3.03,1.77,1.16,14.07,41.77,29.97,31.63,15273.9,263.48,-26.46,1,0,0,0,88,23,0,0,0,100,0,0,1,8.33,103.64,0,2.2,62.06999,150.16,11.68,61.95,67.48999,2.9814,6.5405,2.75,7.9345,.03,0,114.81999,14.06,5.56,13.48,13.75,14.96899,3,.33381,1.42,2.13,.02,1.79439,.74,27.756,8.19,.46,2.25,12.34,1,13.18,15.06,16.91,157.17999,616.453,5.65,-25.58,7.2971,263.47799,2.86,2.53,-8.69859,-12.61,-8.71277,21.10899,16.23999,26.30999,26.47999,31.34,421.92001,560.09,
BOX SHIPS INC,TEU,,80,-150,-15.79,-32.48,-.03,-.03,20140301,.72,20131231,.57,,,-50,,-101.39,-4,-22.03,,,.06,,,.82,-.01,-.15,2,0,0,-53.19,1.32,4.76,20.31,1.38,8.08,4.61,1.27,1.54,144146.59,47.42,-56.12,2,0,100,-13.41,216,15,0,0,0,0,0,2,0,30.79,,,0,184.42999,31.69,10.1,2.51999,.34999,.15351,9.9607,27.16,100.038,.22,.00899,244.701,9.8,,5.22,7.62,,4.65,.15626,.16,.17,,0,.51999,-34.85901,4.17,.7,.16,.88,,,,2.7,,55.915,,5.99,,47.41999,11.59,11.69,,-22.03,16.17312,43.881,15.3,15.3,23.59,45.75999,21.53,69.84,
