Company Name,Ticker,F1 Consensus Est.,% Change LT Growth Est. (4 weeks),Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Yr's EPS (F0) Before NRI,Last Reported Fiscal Yr ,12 Mo Trailing EPS,Earnings ESP (Expected Surprise Prediction),% Change F2 Est. (4 weeks),% Change F1 Est. (4 weeks),% Change Q2 Est. (4 weeks),St. Dev. F1 / F1 Consensus,F2 Consensus Est.,Beta,% Price Change (1 Week),% Price Change (12 Weeks),52 Week Low,Price as a % of 52 Wk H-L Range,% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),Rank in Industry (of ABR),Industry Rank (of ABR),% Price Change (YTD),Avg Volume,Shares Outstanding ,Average Target Price,Market Cap ,Q0 Consensus Est. (last completed fiscal Qtr),St. Dev. Q1 / Q1 Consensus,Q1 Consensus Est. ,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q2 / Q2 Consensus,F0 Consensus Est.,Relative Price Change,% Price Change (4 Weeks),% Rating Change - 4 Weeks,% Rating Strong Sell or Sell,% Rating Hold,Exchange,% Rating Strong Buy or Buy,Current Avg Broker Rec,Last Close,52 Week High,% Rating Upgrades ,% Rating Downgrades ,Change in Avg Rec ,Long-Term Growth Consensus Est.,Annual Sales,Net Income ,Pretax Income ,EBIT ,Net Income Growth F(0)/F(-1),12 Mo. Net Income Current/Last %,Cash Flow ,12 Mo. Net Income Current-1Q/Last-1Q %,Div. Yield %,5 Yr Div. Yield %,5 Yr Hist. Div. Growth %,Dividend ,EBITDA ,Cost of Goods Sold,Current ROI (TTM),Last Yrs Growth (F[0] / F [-1]),P/E (Trailing 12 Months),P/E (F1),P/E (F2),Price/Cash Flow,PEG Ratio,Price/Book,Market Value/# Analysts,Current ROA (TTM),ROI (5 Yr Avg),ROA (5 Yr Avg),Current ROE (TTM),Net Margin,Operating Margin 12 Mo,Turnover,Cash Ratio,5 Yr. Hist. EPS Growth,% Ratio of Q1/prior Yr Q1 Actual Q(-3),This Yr`s Est.d Growth (F(1)/F(0)),Current Ratio,Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. (Mil.),Q(1) Consensus Sales Est. (Mil.),% Ratio of Q1/Q0,% Change EPS (F(-1)/F(-2)),Quick Ratio,Price/Sales,Debt/Equity Ratio,Inventory Turnover,Asset Utilization,Receivables ,Inventory ,Intangibles,Current Assets ,Current Liabilities ,Long Term Debt ,Preferred Equity,Common Equity,Book Value,Debt/Total Capital,# of Brokers in Rating,
QUALITY DISTRIB,QLTY,.75,0,10,27.27,3.44,.21999,.22,.68,20131231,.69,,0,0,0,.02739,1.03,2.52,-7.2,-13.67,9.17,62.23,3.33,0,8,112,2.42,127102.05,27.96,18.33,367.41,.2,.05,.22,.17,.07,.69,-4.53,-5.67,0,0,25,NSDQ,75,1.75,13.14,15.55,0,0,0,10,929.81,-42.03,-66.32,-35.18001,-183.94248,24.73,47.15299,-191.60131,0,0,,0,-6.46001,700.61999,5.75,-1.45,19.04,17.46,12.73,7.5,1.75,,91.85199,4.27,5.405,3.5731,,-.05,2,7.08699,.58835,57.46,107.5,10.66,2.41,10.41,10.42,980.84997,250.6,97.73,24.73,2.14,.39,-10.43,,2.13619,120.93,0,49.09999,166.91,78.15,372.72,0,-56.25,-1.3,,4,
QUALYS INC,QLYS,.08,,50,-100,87.5,.05,.05,.05,20131231,.08,,0,0,0,.28283,.1,-1.53,1.33,-3.73,18.56,61.38,,0,50,19,8.44,161595.5,32.99,28.06,826.65,-.02,,.02,.01,,.05,1.09,-.08,0,0,66.67,NSDQ,33.33,2.33,25.06,29.15,0,0,0,,107.96,1.62,2.11999,2.16,-28.94737,-15.87,11.51399,-9.02141,0,,,0,12.05,24.65999,2.48,-37.5,313.25,334.13,238.67,70.2,,7.3,413.32699,1.35,-12.433,.71119,2.48,.02,2.19,4.6145,1.2851,,50,50,1.74,18.09,,131.73699,33.743,40,-15.87,1.65,6.92,0,,.61438,28.57999,0,2.71,130.44999,79.26999,0,0,103.11,3.43,0,9,
QUINSTREET INC,QNST,.06,0,-50,-50,-38.99,-.03,-.03,.39,20140630,.05,,0,0,,,.31,1.67,-7.39,-28.64,4.26,0,,0,16,186,-50.98,256484.7,43.81,4.5,186.64,.02,,-.01,0,,,-54.3,-8.39,0,100,0,NSDQ,0,4,4.26,9.53,0,0,0,15,282.54,-146.4,-110.19001,-106.37001,-117.30739,-1431.7,-24.67001,-2758.47852,0,0,,0,15.35999,241.89999,.73,-40.91,85.2,71,13.74,,4.73,1.29,186.639,.59,10.439,7.67519,.94,-.52,.75,7.09159,2.03321,-30.89,-16.67,,2.67,-7.39,-3.97,,,33.33,-1431.7,2.67,.66,.41,,.77941,41.97,0,86.88999,176.64999,66.23999,59.56,0,145.14999,3.31,29.09499,1,
QR ENERGY LP,QRE,1.39,0,0,-845.16,-227.78,.31,.31,.25,20131231,-1.55,,-.24,0,0,,1.05,.67,-3.3,7.26,16.1,73.36,-.91,0,3,17,18.17,363766.66,64.88,21.58,1312.46,.31,.12,.34,.4,.24,.99,10.16,-3.9,0,0,44.44,NYSE,55.56,1.89,20.23,21.73,0,0,0,5.63,455.63,60.95999,61.27,109.26999,-23.56114,-239.58,177.899,-30.8113,3.21,8.17,-1.27091,1.95,226.86999,180.69,4.28,186.21,,14.55,19.17,7.37,2.59,,1312.46203,3.46,6.48649,5.6125,47.23,.13,12.57,8.2137,.45157,,130.77,456,.79,22.48,51.13,526.25799,134.37199,109.68,-239.58,1.1,2.62,-28.42,,.27542,61.34999,0,0,104.05999,94.58,911.59002,388.61999,248.83,-.55,73.703,9,
QUEST RES HLDG,QRHC,-.07,,0,-100,,-.02,-.02,-.19,20131231,-.12,,0,0,0,-.10879,-.04,,-54.94,-66.42,1.69,2.05,33.33,0,,,,216571.66,97.03,4.5,172.71,-.02,-.47,-.02,-.02,-.47,-.12,,-55.16,0,0,0,NSDQ,100,1,1.78,6.09,0,0,0,,67.5,-17.79001,-17.79001,-13.60001,57.79359,65.11,17.562,62.65074,0,,,0,18.36,62.43,-16.82,,,,,7.81,,3.22,86.35649,-12.01,,,-22.27,-.26,-8.19,6.99219,.10542,,25,65.79,.89,5821.4,,170.08799,43.98199,75,65.11,.82,1.17,.34,50251.96484,1.46589,20.84,.00325,75.97,23.93,29.28,17.37,0,53.97999,.55,25.40299,1,
QUALITY SYS,QSII,.54,0,0,-31.25,-23.08,.11999,.12,.67,20140331,.54,,0,0,0,.05856,.71,.79,.21,-12.19,14.22,.41,0,0,12,54,-32.29,357676.81,60.22,17.97,858.77,.12,.09,.13,.13,.04,.69,-36.88,-8.71,0,21.05,47.37,NSDQ,31.58,2.7,14.26,24.02,0,0,0,13.17,444.67,15.68,23,23,-63.29588,-81.01,95.078,-63.93128,4.91,2.65,3.97119,.69999,77.69999,220.16,11.12,-32.32,26.41,26.41,19.94,9.03,2.01,2.96,214.69149,7.44,24.07999,15.50699,11.12,.04,7.4,3.47199,1.13803,-4.01,60.32,-19.4,2.08,-3.38,12.36,477.42199,119.386,105.56,-81.01,2.09,1.9,0,261.639,1.00569,118.54,.82999,105.81999,260.35,123.87999,0,0,295.08999,4.82,0,19,
QUANTUM CP-DSSG,QTM,-.03,0,50,0,42.5,-.01,-.01,.01,20140331,-.04,,0,0,,,.02,2.37,-.82,-3.2,.99,38.7,0,0,10,25,.83,426482.59,253.84,1.83,307.15,-.02,,-.01,0,,-.05,-6,-3.2,0,0,33.33,NYSE,66.67,1.67,1.21,1.56,0,0,0,20,553.16,-21.47,-20.25,-10.5,58.84608,7.69,21.43199,59.20181,0,0,,0,10.73999,313.54,-7.14,108.33,,,60.5,14.04,,,307.14599,-2.42,6.0289,2.98219,,-.04,-1.61,5.55289,.72253,-46.33,50,-400,1.45,-5.86,-5.21,539.34899,132.64199,100,7.69,1.26,.58,-2.3,7.63689,1.5016,101.59999,34.81,59.52,274.08999,190.55,203.72999,0,-87.40001,-.35,,3,
QUOTIENT LTD,QTNT,-2.04,,18.75,,,-.39,-.39,,20140331,,,0,0,0,-.06933,-1.94,,6.08,22.58,6.3,91.32,0,0,9,20,,19614,14.38,14.5,140.46,-.48,-.08,-.52,-.71,-.24,,,10.9,0,0,0,NSDQ,100,1,9.77,10.1,0,0,0,,19.75,-10.16,-10.16,-9.09001,-115.71126,,-9.08,,0,,,0,-8.01001,8.39999,,,,,,,,6,70.23149,,,,,-.51,,,.96198,,,,2.47,37.44,,20.177,4.8705,133.33,,1.15,,.75,3.6923,,2.43,4.55,.95999,19.37999,12.89,17.68,30.76,-62.29001,1.63,42.951,2,
QTS REALTY TRST,QTS,1.99,0,4.17,2.17,,.5,.5,1.13,20131231,,2.04,1.05,.13,1.89,.0087,2.36,,-3.73,3.06,19.72,84.45,0,.1,24,189,20.78,66135.85,28.88,32.17,864.5,.48,.03,.49,.54,.03,1.51,12.6,-1.71,6.86,0,16.67,NYSE,83.33,1.58,29.93,31.81,0,0,0,37,177.88,3,3.84999,22.56999,130.7377,,51.88,,3.88,,,.23999,70.59999,65.23999,1.94,,,15.04,12.67,16.74,.41,2.22,172.89959,1.79,,,4.75,.02,8.04,15.189,.08243,,,31.35,.42,12.85,,213.688,55.26699,97.6,,.31,4.46,1.36,,.22259,14.43,0,5.38999,19.63999,63.2,347.86999,0,399.70001,13.5,57.665,6,
Q2 HOLDINGS INC,QTWO,-.69,,12.5,-85.71,,-.14001,-.14,-.7,20131231,,,0,0,0,-.03097,-.62,,-8.65,-1.93,10.03,61.39,6.25,0,6,36,,114539.3,34.19,17.5,487.56,-.16,0,-.16,-.16,-.05,,,-7.94,0,0,0,NYSE,100,1.5,14.26,16.92,0,0,0,,56.87,-17.87001,-17.62001,-17.12001,-103.76283,,-11.806,,0,,,0,-11.25,36.25999,,,,,,,,5.73,243.78199,,,,,-.31,,,.84994,,,2.14,4.58,38.37,,76.595,19.693,114.29,,1.16,,.03,,,9.06,0,0,33.86999,29.19,6.84999,43.79,-38.06001,2.49,2.75359,6,
QUANTUM FUEL SY,QTWW,-.46,0,-100,-150,-93.35,-.18001,-.18,-.79,20131231,-.63,,0,0,0,,-.1,1.36,-18.72,-37.35,2.61,13.83,,0,8,95,-52.69,238767.05,23.3,7.25,85.96,-.09,-.39,-.11,-.06,-.13,-.98,-55.9,-25.76,0,0,33.33,NSDQ,66.67,2,3.69,10.42,0,0,0,25,31.9,-23.04001,-20.01001,-15.14001,25.46101,38.14,-10.51901,35.52978,0,0,,0,-14.06001,21.54999,-35.43,62.02,,,,,,2.57,85.95899,-16.25,-190.625,-74.015,-46.8,-.72,-31.02,5.4854,.46751,,32.35,41.77,2.39,40.47,24.82,32.12699,7.3667,61.11,38.14,.89,2.39,.23,4.9755,.52386,8.40999,5.01,12.39999,22.62999,19.7,7.78999,0,16.96999,1.44,18.50699,3,
QUICKLOGIC CORP,QUIK,-.25,0,0,0,-5,-.05001,-.05,-.26,20131231,-.2,,0,0,0,0,-.14,2.11,-1.87,-40.34,2.54,20.33,0,0,7,78,-20.25,353240.59,55.78,4.75,175.72,-.05,0,-.09,-.07,0,-.26,-25.66,-9.22,0,0,0,NSDQ,100,1,3.15,5.54,0,0,0,25,26.07,-12.27001,-11.82,-11.77001,.32493,14.15,-10.577,11.29177,0,0,,0,-10.44,17.29999,-28.57,10.34,,,,,,4.12,87.86,-23.97,-32.863,-27.37701,-28.64,-.47,-28.93,10.614,4.67714,,180,3.85,7.55,74.46,5.7,27.7,4,180,14.15,5.07,4.89,0,4.6469,.82871,3.25999,4.13,0,46.06999,8.27,.12999,0,40.59,.76,.3312,2,
QUMU CORP,QUMU,-2.42,0,-32.65,-18.18,-3.18,-.65,-.65,-.89,20131231,-1.4,,0,0,0,,-2.65,.46,0,-8.45,11.79,19.49,,0,4,25,1.56,17383.35,8.76,18,113.83,-.49,,-.81,-.77,,-1.01,-5.32,-3.7,0,0,0,NSDQ,100,1,13,18,0,0,0,15,82.47,-9.69,-9.87,-9.87,79.95034,77.63,-4.67501,80.94325,0,2.8,,0,-6.85,42.90999,-20.14,-56.14,,,,,,2.06,113.828,-13.9,-1.11161,-.39687,-20.14,-.12,-17.64,5.8972,2.40703,-34.73,1012.5,-171.91,2.72,3.81,-2.22,40.69599,6.25,124.62,77.63,2.94,1.65,0,13.64299,.7883,12.22999,4.09999,8.56999,71.73999,23.02,0,0,62.58,6.31,0,1,
QUNAR CAYMN LTD,QUNR,-1.62,,7.5,-21.43,,-.37001,-.37,-.29,20131231,-.8,,0,0,0,,-1.2,,-1.95,.94,21.22,55.21,,0,31,37,9.76,754854.13,114.06,32.75,3321.46,-.4,,-.52,-.54,,-.15,2.32,-2.54,0,0,40,NSDQ,60,1.8,29.12,35.53,0,0,0,,140.55,-30.93001,-24.14,-24.14,-108.42318,-686.57,-26.20701,,0,,,0,-20.39,28.63999,-56.08,-866.67,,,,,,21.97,3321.458,-29.32,,,-56.08,-.22,-45.15,3.99149,2.76134,,650,-458.62,1.7,140.42,,265.57699,73.87699,140.54,-686.57,2.92,16.66,,,.64923,18.14999,0,0,339.45999,116.36,0,0,225.03999,1.33,0,5,
UNIQURE BV,QURE,-2.71,,-145.45,-54.35,,-1.35001,-.67,-3.43,20131231,,0,-2.95,-23.9,-32.23,-.12727,-2.03,,-4.85,-35,8.63,6.37,0,-28.07,39,10,,31656.8,17.59,28.33,162.4,-.55,-.06,-.73,-.8,-.21,-2.94,,-17.52,0,0,0,NSDQ,100,1,9.23,18.05,0,0,0,,4.07,-35.62,-35.62,-29.8,-88.26639,,-36.35901,,0,,,0,-29.09001,1.05999,,-56.62,,,,,,2.14,54.13399,,,,,-8.76,,,2.4157,,,20.9,6.82,,,7.17999,1.58,108.96,,2.56,,.27,1.24709,,2.05999,1.13999,10.31999,36.72999,13.88,8.75,0,7.38999,4.31,21.01,3,
RYDER SYS,R,5.58,,3.6,5.75,3.85,1.44,1.44,4.88,20131231,5.17,,0,0,0,.00511,6.51,1.59,-2.73,1.42,57.43,90.57,0,0,3,215,22.23,377174.84,53.07,99.71,4785.67,1.39,.01,1.63,1.6,.01,4.82,13.94,-.62,0,0,20,NYSE,80,1.6,90.18,93.59,0,0,0,,6419.3,235.61,368.89001,506.07998,13.59625,12.25,1269.755,14.46511,1.64,2.31,7.51719,1.29999,1519.60998,5096.60986,4.73,20.79,17.44,16.16,13.86,3.74,,2.44,797.61199,2.97,3.83109,2.24489,14.81,.04,4.19,8.1217,.17937,29.2,111.42,14.38,.75,2.59,7,6718.66015,1716.64001,112.97,12.25,.81,.73,2.12,80.469,.70848,777.36999,64.29,456.11999,1062.48999,1231.13,3929.97998,0,1896.70996,36.95,67.916,10,
RITE AID CORP,RAD,.28,0,116.67,0,66.67,.12999,.13,.32,20140228,.31,0,-15,-14.82,-54.84,.0324,.37,1.6,-17.16,-25.32,4.67,16.71,-6.45,-44.9,5,120,4.94,34807744,979.9,6.45,5203.24,.06,.17,.05,.06,.2,.22,-2.17,-17.42,0,0,40,NYSE,60,2,5.31,8.5,0,0,0,17.5,25526.41,249.41,250.21,674.79998,111.18544,-3.21,744.59002,-14.6942,0,0,,0,1078.54003,18202.67968,9.39,33.33,17.13,19.24,14.2,6.89,1.1,,1040.64868,4.88,-2.9585,-1.6937,,.01,1.32,28.31699,.13644,,135,-13.75,1.74,.53,.11,26117.80859,6496.54394,41.54,-3.21,.51,.2,-2.96,6.10979,3.7077,949.05999,2993.93994,431.22,4285.12011,2507.44995,5707.95996,0,-2113.69996,-1.95,,5,
REYNOLDS AMER,RAI,3.38,0,2.3,-2.7,-1.34,.88999,.89,3.19,20131231,3.24,,0,0,0,.00209,3.66,.47,-.95,-5.36,46.96,62.33,0,0,6,157,14.16,1651616.25,531.28,62.2,30320.38,.87,.02,.91,.88,.03,3.23,6.42,-1.33,0,14.29,42.86,NYSE,42.86,2.29,57.07,63.18,0,0,0,8.06,8236,1718,2741,3000,35.06289,4.97,1847,4.17218,4.7,5.73,10.04199,2.48,3103,3678,17.23,7.41,17.61,16.89,15.59,16.7,2.1,6.25,6064.07519,11.07,15.84799,9.47539,34.65,.21,21.11,49.825,.76397,8.15,105.35,5.96,1.04,-.82,-.81,8369.10253,2180.24291,101.8,4.97,.82,3.67,1.04,3.53139,.52436,178,1127,10428,3655,3076,5099,0,5167,9.13,50.98099,7,
RAIFFEISEN BANK,RAIFY,,,,,,.15999,.16,.63,20131231,.61,,,,,,,-.69,-4.42,-23.32,6.06,0,,,,,-26.99,55,782.02,,4739.04,,,,,,,-31.94,-4.42,0,0,100,OTC,0,3,6.06,10.5,0,0,0,,11165.5,740.29998,1108.67004,1108.67004,-23.01293,101.95,769.32397,66.07861,3.88,2.94,.21062,.25703,1108.67004,0,2.4,-27.59,9.93,,,6.16,,.32,,.49,,,5.65,.07,8.17,.07998,.14868,,,,1.09,4.46,,,,,101.95,1.1,.46,1.37,,.05975,129206.88281,0,1658.66003,149446.6875,136122.20312,20801.49023,0,13766.23046,19.03,57.881,1,
FREIGHTCAR AMER,RAIL,.67,,1400,-866.67,-457.74,.12999,.13,-.89,20131231,-.98,,0,0,0,.34907,1.93,1.91,2.4,43.76,20.49,95.76,-6100,0,11,215,34.64,179857.55,12.07,31,432.48,-.01,.18,.52,.59,.32,-.5,25.51,19.39,8.16,14.29,28.57,NSDQ,57.14,2.14,35.84,36.52,0,0,-.19,,290.39,-19.29001,-24.83,-24.03001,-201.04767,-712.04,-.604,-451.34733,.67,.74,0,.23999,-13.96001,277.16,-5.8,-155.63,,53.49,18.54,,,2.19,144.16032,-2.99,-.1357,-.07703,-5.8,-.07,-3.3,32.30899,1.54197,,-654.16,175.28,2.4,-57.13,15.75,586.48498,190.55999,402.56,-712.04,1.57,1.23,0,4.52299,.90729,4.03,66.33999,22.12,297.38,147.22,0,0,202.52999,16.34,0,7,
RALLY SOFTWARE,RALY,-1.45,0,23.91,42.11,25.05,-.35,-.35,-.98,20140131,-1.16,0,5.42,8.54,2.7,-.0049,-1.4,.26,2.56,8.28,8.64,12.81,0,3.57,63,19,-40.15,405718.19,25.2,19,293.34,-.46,-.02,-.41,-.36,-.04,-1.07,-44.21,16.63,0,0,75,NYSE,25,2.5,11.64,32.05,0,0,0,25,74.33,-20.13,-19.95001,-19.49,-86.73469,-98.1,-16.90901,-53.69386,0,,,0,-16.81,16.67,-38.79,80.59,,,,,,4.41,146.66999,-23.7,,,-38.79,-.27,-36.18,4.9797,1.94639,,176.09,-47.45,2.21,30.76,,87.87999,22.37,115.71,-98.1,2.41,3.69,0,,.65509,21.84,0,4.42999,114.05999,47.38,0,0,78.37,2.64,0,4,
RANDSTAD HOLDNG,RANJY,,0,,,,.43999,.44,1.42,20131231,1.58,,,,,,,1.88,-.78,-10.95,22.66,13.51,,,,,-25.52,443.8,360.22,,8699.29,,,,,,1.48,-30.57,1.98,0,0,100,OTC,0,3,24.15,33.69,0,0,0,23,22729.65,306.42999,456.39999,456.39999,549.35369,329.33,711.38201,583.63818,2.12,2.8,-6.5571,.64386,663.47998,18009.48046,11.78,21.37,15.28,,,12.05,,2.22,,6.36,,,14.64,.01,2.46,5.6602,.04748,,,,1.09,-1.1,,,,,329.33,1.09,.38,,,2.58349,3981.04003,0,3539.37988,4161.81982,3807.16992,855.15002,0,3862.42993,10.88,18.127,1,
ULTRAGENYX PHAR,RARE,-2.11,,-9.76,-123.68,,-.45,-.45,-14.87,20131231,,,-.92,-1.6,0,-.09277,-2.2,,-1.54,15.8,33.4,67.33,9.76,0,114,10,,477994.5,31.7,71.25,1758.62,-.41,-.12,-.47,-.53,-.18,-1.6,,5.2,2.22,0,0,NSDQ,100,1.1,55.47,66.18,0,0,-.03,,,-35.07,-35.07,-35.07,-114.75812,,-48.439,,0,,,0,-33.22001,0,,-628.92,,,,,,10.89,586.20697,,,,,,,,9.3277,,,85.79,17.7,,,,,104.44,,9.33,,0,,,0,0,0,55.22,5.92,0,124.93,-74.83001,5.09,0,5,
RAIT FINL TRUST,RAS,.97,,-35.48,,,.2,.2,1.29,20131231,1.16,,-2.46,-10.43,-13.79,.23368,1.25,3.4,-4.39,-11.15,6.5,35.55,,0,16,189,-17.39,510169.16,82.51,9.38,611.39,.31,,.27,.25,.17,1.29,-22.99,-8.52,10,0,25,NYSE,75,1.5,7.41,9.06,0,0,0,,246.88,-285.39002,-288.29001,-288.29001,-69.73357,29.03,-45.8,-23.85875,9.72,4.05,76.053,.5,-252.26,101.18,-1.85,17.27,6.39,7.61,5.9,,,.84,203.79734,-1.67,1.10049,.29341,-7.41,-1.16,-19.91,5.4029,3.54395,,81.82,-24.55,3.84,22.96,8.07,,,135,29.03,4.36,2.26,3.34,,.08365,48.31999,0,21.54999,258.76,59.38,2086.3999,.07999,635.60998,8.78,76.982,4,
BANKRATE INC,RATE,.58,,-15.38,0,-10.77,.10999,.11,.45,20131231,.52,0,-3.31,-.85,0,.01208,.73,2.02,1.54,-33.33,11.7,1.64,0,-3.45,28,149,-33.78,978208.19,104.43,18,1240.68,.13,0,.14,.17,.08,.46,-38.27,-18.24,-80,33.33,33.33,NYSE,33.33,3,11.88,22.7,0,0,1.33,,457.43,-10,-15.44,9.53999,-134.09479,-307.56,107.61599,-134.41933,0,0,,0,72.19,151.05,4.47,15.38,22.85,20.31,16.27,11.2,,1.44,620.33801,3.94,5.0067,4.32219,6.02,-.02,10.05,7.14219,2.95902,,127.27,30,3.87,.06,11.43,545.17498,140.86,127.27,-307.56,3.7,2.43,.34,,.39179,61.95999,0,962.17999,308.92001,83.45999,297.01998,0,838.96002,8.27,25.558,3,
RAVEN INDS INC,RAVN,1.03,,-22.22,-11.76,-12.2,.20999,.21,1.17,20140131,1.08,,0,0,0,,1.08,.81,-.35,-22.21,25.96,0,0,0,18,45,-36.9,92777.75,36.49,35,947.38,.27,,.27,.25,,1.26,-41.18,-3.78,0,0,0,NSDQ,100,2,25.96,42.53,0,0,0,,394.68,42.9,63.61999,63.61999,-18.34793,-11.22,57.09299,-15.92886,1.85,1.52,13.739,.47999,77.80999,275.32,15.4,-18.75,24.04,25.2,24.04,16.56,,3.58,947.38397,12.83,24.53,19.127,15.4,.11,9.97,6.97429,2.00939,7.98,79.41,-11.97,6.63,-2.83,11.54,392.30999,98,128.57,-11.22,3.84,2.4,0,5.2586,1.28699,54.63999,54.86,30.43,169.39999,29.80999,0,0,251.46,7.25,0,1,
RACKSPACE HOSTG,RAX,.67,0,-5.88,50,4.36,.15999,.16,.61,20131231,.59,,0,0,0,.07497,.87,1.33,-20.72,-7.59,26.28,17.94,.98,0,33,37,-20.29,4612533,143.02,38.33,4460.67,.17,.19,.16,.18,.14,.6,-25.7,-9.23,-7.79,12.5,50,NYSE,37.5,2.59,31.19,53.65,0,0,.19,20.74,1534.79,86.73,130.75,133.86,-17.72128,-20.36,399.73699,-22.44496,0,0,,0,446.85998,492.48999,7.72,-18.67,52.86,46.61,35.68,10.91,2.25,3.78,371.72241,5.52,10.05,6.90749,7.88,.06,5.12,13.63,1.21883,28.34,142.15,9.7,1.86,17.23,25.4,1797.04504,458.93499,97.73,-20.36,1.7,2.69,.01,,1.07749,123.88999,0,104.95999,438.95999,258.5,25.15999,0,1055.41003,8.24,1.2637,16,
RITCHIE BROS,RBA,.93,0,9.09,0,14.36,.36,.36,.84,20131231,.92,,0,0,0,.02288,1.02,1.03,-.77,-10.73,18.18,53.39,0,0,,,-4.23,398669.94,107.34,25.33,2357.14,.33,.09,.13,.31,.05,.82,-10.72,-8.84,0,9.09,36.36,NYSE,54.55,2,21.96,25.26,0,0,0,10.25,467.4,94.62,134.75,142.17999,18.95901,38.58,133.26899,24.90379,2.55,2.07,6.70819,.50499,185.46,54,11.92,9.09,23.87,23.72,21.53,17.61,2.31,3.22,235.7143,7.97,10.70899,7.3095,14.18,.2,20.78,3.39179,.90205,2.44,86.67,10.24,1.29,6.72,6.64,476.14999,100.177,36.11,38.58,1.2,4.94,.16,1.0858,.38354,85.87,52.40999,121,398.36999,288.32998,147.22999,0,694.54998,6.82,13.906,11,
REGAL BELOIT,RBC,4.4,0,0,.97,5.22,1.26999,1.27,4.36,20131231,4.46,0,-.29,-.03,.08,.01871,5.1,1.35,-5.96,-16.88,65.5,0,.21,-.11,12,51,-11.15,253722.8,45.18,80.29,2959.55,1.27,.01,1.16,.93,.08,4.23,-17.17,-8.12,-11.11,0,55.56,NYSE,44.44,2.33,65.5,80.02,0,0,.23,11.25,3095.7,120,170.5,212.89999,-38.65032,-35.39,326.27801,-41.80245,1.34,1.15,5.97749,.79,341.39999,2312.5,7.38,-7.82,14.69,14.9,12.85,9.05,1.32,1.35,369.944,5.45,7.68529,5.77339,9.48,.04,6.44,6.12659,.91796,10.11,98.19,.83,2.42,-2.25,13.79,3244.90307,815.35699,91.24,-35.39,1.58,.94,.28,3.7423,.84606,463.79998,618.70001,1326.09997,1725.90002,700.90002,609,0,2102.3999,48.63,21.718,9,
REPUBLIC BCP KY,RBCAA,1.45,,-6.25,-16.42,-29.05,.3,.3,1.22,20131231,1.15,,0,0,0,,1.54,1.17,-.08,-1.09,21.92,27.01,,0,63,141,-3.83,18336.2,20.79,,490.71,.32,,.28,.28,,1.44,-10.35,2.61,0,0,100,NSDQ,0,3,23.6,28.14,0,0,0,,182.54,25.42,40.49,57.79,-78.69774,-48.14,27.48299,-52.11158,3.17,2.85,7.37139,.693,59.84999,4.09,2.03,-78.56,20.52,16.28,15.32,17.86,,.88,490.71499,.71,6.94969,2.08039,4.42,.14,13.73,.06823,.07923,-12.8,127.27,18.85,1.27,-47.63,-9.05,160.13999,36.99,93.33,-48.14,1.27,2.78,1.23,.70546,.05164,2566.76,3.5,10.15999,2741.12988,2156.40991,646.23999,0,542.78997,26.7,55.09299,1,
RUBICON TECHNOL,RBCN,-1.54,0,7.14,-19.44,-6.53,-.39,-.39,-.88,20131231,-1.3,,0,0,0,-.07073,-.51,.98,-8.85,-48.53,4.74,0,-1.3,0,33,78,-52.36,674788.25,26.16,8.7,123.98,-.42,-.05,-.41,-.31,-.29,-.89,-55.59,-28.72,-9.38,0,66.67,NSDQ,33.33,2.5,4.74,14.49,0,0,0,20,41.51,-30.35001,-35.51,-35.42,-448.82459,-314.25,-7.082,-582.69336,0,0,,0,-22.76001,63.43,-15.15,-193.33,,,,,,.59,30.996,-14.65,2.809,2.523,-15.15,-.73,-61.74,8.3219,7.31825,,157.69,-74.72,16.48,-38.26,11.5,50.16699,10.206,105.13,-314.25,7.86,2.41,0,2.5002,.23735,3.56999,34.31,0,86.4,6.63,0,0,195.78999,8.05,0,6,
RECKITT BENCKSR,RBGLY,.87,0,,,,,,.89,20131231,,,0,0,,.02452,.9,1.13,-3.49,-1.13,13.71,82.66,,,5,240,7.96,160120.91,3611.29,,62731.7,,,,,,.84,.64,.64,0,0,100,OTC,0,3,17.371,18.14,0,0,0,1.7,16569.34,2722.75,3620.93994,3708.56005,-6.28915,,3512.81591,,2.51,,36.478,.41095,3976.13989,6374.99023,,30.88,,20.08,19.3,17.8,11.81,6.31,31365.85156,,,,,.16,,,.14697,,,-2.81,.51,34.65,,16383.4248,,,,.38,,,5.37239,,2070.22998,1167.33996,17433.42968,4539.47998,8858.33007,935.75,0,9914.57031,2.75,8.62419,2,
